"","port","page","line","year","age","AgeErr","SEX","LENGTH","NETWT","RNDWT","AGE2","AGECONF","USER","BOATNAME","STATAREA","CAS","MONTH","DAY","SUB","LITHO"
"220","CCI",9,21,2008,11,"","F",89,14.3,19.1,NA,NA,"Charter","SKYWALKER",525931,NA,6,11,2,NA
"221","CCI",9,22,2008,NA,"I","F",87,13.3,17.7,NA,NA,"Charter","SKYWALKER",525931,NA,6,11,2,NA
"222","CCI",9,23,2008,9,"","M",83,11.4,15.2,NA,NA,"Charter","SKYWALKER",525931,NA,6,11,2,NA
"223","CCI",9,24,2008,11,"","M",82,11,14.6,NA,NA,"Charter","SKYWALKER",525931,NA,6,11,2,NA
"224","CCI",9,25,2008,NA,"","M",80,10.1,13.5,NA,NA,"Charter","SKYWALKER",525931,NA,6,11,2,NA
"225","CCI",9,26,2008,NA,"","F",100,20.9,27.8,NA,NA,"Charter","SPARE CHANGE",525931,NA,6,11,2,NA
"226","CCI",9,27,2008,11,"","F",99,20.2,26.9,NA,NA,"Charter","SPARE CHANGE",525931,NA,6,11,2,NA
"227","CCI",9,28,2008,NA,"","F",96,18.3,24.4,NA,NA,"Charter","SPARE CHANGE",525931,NA,6,11,2,NA
"228","CCI",9,29,2008,NA,"","F",92,16,21.2,NA,NA,"Charter","SPARE CHANGE",525931,NA,6,11,2,NA
"229","CCI",9,30,2008,NA,"","F",103,23,30.6,NA,NA,"Charter","SPARE CHANGE",525931,NA,6,11,2,NA
"230","CCI",9,31,2008,NA,"","F",90,14.9,19.8,NA,NA,"Charter","SPARE CHANGE",525931,NA,6,11,2,NA
"231","CCI",9,32,2008,NA,"","F",89,14.3,19.1,NA,NA,"Charter","SPARE CHANGE",525931,NA,6,11,2,NA
"232","CCI",9,33,2008,NA,"","F",91,15.4,20.5,NA,NA,"Charter","SPARE CHANGE",525931,NA,6,11,2,NA
"233","CCI",9,34,2008,NA,"","F",94,17.1,22.7,NA,NA,"Charter","SPARE CHANGE",525931,NA,6,11,2,NA
"234","CCI",9,35,2008,NA,"","F",92,16,21.2,NA,NA,"Charter","SPARE CHANGE",525931,NA,6,11,2,NA
"235","CCI",10,1,2008,NA,"","F",85,12.3,16.4,NA,NA,"Private","",515939,NA,6,12,2,NA
"236","CCI",10,2,2008,NA,"","F",72,7.2,9.6,NA,NA,"Private","",515939,NA,6,12,2,NA
"237","CCI",10,3,2008,NA,"","F",93,16.5,22,NA,NA,"Private","",515939,NA,6,12,2,NA
"238","CCI",10,4,2008,NA,"","F",90,14.9,19.8,NA,NA,"Private","",515939,NA,6,12,2,NA
"239","CCI",10,5,2008,NA,"","F",69,6.3,8.4,NA,NA,"Private","",515939,NA,6,12,2,NA
"240","CCI",10,6,2008,NA,"","F",87,13.3,17.7,NA,NA,"Private","",515939,NA,6,12,2,NA
"241","CCI",10,7,2008,NA,"","F",86,12.8,17.1,NA,NA,"Private","",515939,NA,6,12,2,NA
"242","CCI",10,8,2008,6,"","F",76,8.6,11.4,NA,NA,"Private","",515939,NA,6,12,2,NA
"243","CCI",10,9,2008,NA,"","M",86,12.8,17.1,NA,NA,"Charter","LUCKY T",525931,NA,6,12,2,NA
"244","CCI",10,10,2008,NA,"","F",100,20.9,27.8,NA,NA,"Charter","LUCKY T",525931,NA,6,12,2,NA
"245","CCI",10,11,2008,NA,"","F",91,15.4,20.5,NA,NA,"Charter","LUCKY T",525931,NA,6,12,2,NA
"246","CCI",10,12,2008,NA,"","F",94,17.1,22.7,NA,NA,"Charter","LUCKY T",525931,NA,6,12,2,NA
"247","CCI",10,13,2008,NA,"","F",91,15.4,20.5,NA,NA,"Charter","LUCKY T",525931,NA,6,12,2,NA
"248","CCI",10,14,2008,NA,"","F",89,14.3,19.1,NA,NA,"Charter","LUCKY T",525931,NA,6,12,2,NA
"249","CCI",10,15,2008,NA,"","F",135,55.3,73.5,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"250","CCI",10,16,2008,NA,"","M",76,8.6,11.4,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"251","CCI",10,17,2008,NA,"","F",80,10.1,13.5,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"252","CCI",10,18,2008,NA,"","F",75,8.2,10.9,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"253","CCI",10,19,2008,NA,"","F",76,8.6,11.4,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"254","CCI",10,20,2008,NA,"","M",87,13.3,17.7,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"255","CCI",10,21,2008,NA,"","F",83,11.4,15.2,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"256","CCI",10,22,2008,NA,"","F",85,12.3,16.4,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"257","CCI",10,23,2008,NA,"","F",89,14.3,19.1,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"258","CCI",10,24,2008,9,"","F",86,12.8,17.1,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"259","CCI",10,25,2008,NA,"","F",90,14.9,19.8,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"260","CCI",10,26,2008,NA,"","F",102,22.3,29.6,NA,NA,"Charter","REBEKAH LYNN",525931,NA,6,12,2,NA
"261","CCI",11,1,2008,9,"","M",90,14.9,19.8,NA,NA,"Private","",NA,NA,6,26,1,NA
"262","CCI",11,2,2008,NA,"I","F",78,9.3,12.4,NA,NA,"Private","",NA,NA,6,26,1,NA
"263","CCI",11,3,2008,NA,"","F",74,7.9,10.5,NA,NA,"Private","",NA,NA,6,26,1,NA
"264","CCI",11,4,2008,NA,"","F",80,10.1,13.5,NA,NA,"Private","",NA,NA,6,26,1,NA
"265","CCI",11,5,2008,NA,"","F",83,11.4,15.2,NA,NA,"Private","",NA,NA,6,26,1,NA
"266","CCI",11,6,2008,NA,"","F",85,12.3,16.4,NA,NA,"Private","",NA,NA,6,26,1,NA
"267","CCI",11,7,2008,11,"","F",93,16.5,22,NA,NA,"Private","",NA,NA,6,26,1,NA
"268","CCI",11,8,2008,NA,"","F",101,21.6,28.7,NA,NA,"Private","",NA,NA,6,26,1,NA
"269","CCI",11,9,2008,NA,"","F",80,10.1,13.5,NA,NA,"Private","",NA,NA,6,26,1,NA
"270","CCI",11,10,2008,NA,"","F",67,5.7,7.6,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"271","CCI",11,11,2008,NA,"","F",88,13.8,18.4,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"272","CCI",11,12,2008,NA,"","F",74,7.9,10.5,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"273","CCI",11,13,2008,NA,"","F",86,12.8,17.1,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"274","CCI",11,14,2008,NA,"","F",76,8.6,11.4,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"275","CCI",11,15,2008,NA,"","F",80,10.1,13.5,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"276","CCI",11,16,2008,NA,"","F",81,10.6,14,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"277","CCI",11,17,2008,10,"","F",96,18.3,24.4,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"278","CCI",11,18,2008,9,"","M",74,7.9,10.5,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"279","CCI",11,19,2008,NA,"","M",76,8.6,11.4,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"280","CCI",11,20,2008,10,"","M",87,13.3,17.7,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"281","CCI",11,21,2008,NA,"","M",76,8.6,11.4,NA,NA,"Charter","HERS TOO",525931,NA,6,26,1,NA
"282","CCI",11,22,2008,11,"","F",84,11.9,15.8,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"283","CCI",11,23,2008,7,"","F",85,12.3,16.4,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"284","CCI",11,24,2008,9,"","F",85,12.3,16.4,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"285","CCI",11,25,2008,NA,"","F",108,26.8,35.7,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"286","CCI",11,26,2008,NA,"","F",75,8.2,10.9,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"287","CCI",11,27,2008,8,"","F",80,10.1,13.5,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"288","CCI",11,28,2008,7,"","F",79,9.7,13,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"289","CCI",11,29,2008,NA,"","F",83,11.4,15.2,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"290","CCI",11,30,2008,10,"","F",93,16.5,22,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"291","CCI",11,31,2008,NA,"","F",89,14.3,19.1,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"292","CCI",11,32,2008,NA,"","F",86,12.8,17.1,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"293","CCI",11,33,2008,9,"","F",97,18.9,25.2,NA,NA,"Charter","HERS",525931,NA,6,26,1,NA
"294","CCI",12,1,2008,10,"","F",110,28.5,37.9,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"295","CCI",12,2,2008,NA,"","F",100,20.9,27.8,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"296","CCI",12,3,2008,NA,"","F",79,9.7,13,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"297","CCI",12,4,2008,NA,"","F",80,10.1,13.5,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"298","CCI",12,5,2008,NA,"","F",79,9.7,13,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"299","CCI",12,6,2008,15,"","F",155,86.5,115,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"300","CCI",12,7,2008,10,"","F",132,51.4,68.3,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"301","CCI",12,8,2008,NA,"","F",97,18.9,25.2,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"302","CCI",12,9,2008,9,"","F",80,10.1,13.5,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"303","CCI",12,10,2008,NA,"","M",92,16,21.2,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"304","CCI",12,11,2008,NA,"","M",72,7.2,9.6,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"305","CCI",12,12,2008,NA,"","M",88,13.8,18.4,NA,NA,"Charter","CATCHER II",525931,NA,6,28,2,NA
"306","CCI",13,1,2008,NA,"","M",78,9.3,12.4,NA,NA,"Private","",NA,NA,6,29,1,NA
"307","CCI",13,2,2008,11,"","F",96,18.3,24.4,NA,NA,"Private","",NA,NA,6,29,1,NA
"308","CCI",13,3,2008,NA,"","F",84,11.9,15.8,NA,NA,"Private","",NA,NA,6,29,1,NA
"309","CCI",13,4,2008,6,"","F",80,10.1,13.5,NA,NA,"Private","",NA,NA,6,29,1,NA
"310","CCI",13,5,2008,NA,"","F",101,21.6,28.7,NA,NA,"Private","",NA,NA,6,29,1,NA
"311","CCI",13,6,2008,NA,"","F",84,11.9,15.8,NA,NA,"Private","",NA,NA,6,29,1,NA
"312","CCI",13,7,2008,9,"","F",89,14.3,19.1,NA,NA,"Private","",NA,NA,6,29,1,NA
"313","CCI",13,8,2008,NA,"","F",94,17.1,22.7,NA,NA,"Private","",NA,NA,6,29,1,NA
"314","CCI",13,9,2008,9,"","F",85,12.3,16.4,NA,NA,"Charter","FRONTIERSMAN",525931,NA,6,29,1,NA
"315","CCI",13,10,2008,NA,"","F",91,15.4,20.5,NA,NA,"Charter","FRONTIERSMAN",525931,NA,6,29,1,NA
"316","CCI",13,11,2008,9,"","F",90,14.9,19.8,NA,NA,"Charter","FRONTIERSMAN",525931,NA,6,29,1,NA
"317","CCI",13,12,2008,9,"","F",97,18.9,25.2,NA,NA,"Charter","FRONTIERSMAN",525931,NA,6,29,1,NA
"318","CCI",13,13,2008,12,"","F",97,18.9,25.2,NA,NA,"Charter","FRONTIERSMAN",525931,NA,6,29,1,NA
"319","CCI",13,14,2008,NA,"","F",99,20.2,26.9,NA,NA,"Charter","FRONTIERSMAN",525931,NA,6,29,1,NA
"320","CCI",13,15,2008,NA,"","F",103,23,30.6,NA,NA,"Charter","FRONTIERSMAN",525931,NA,6,29,1,NA
"321","CCI",13,16,2008,NA,"","F",85,12.3,16.4,NA,NA,"Charter","FRONTIERSMAN",525931,NA,6,29,1,NA
"322","CCI",13,17,2008,NA,"","F",88,13.8,18.4,NA,NA,"Charter","FRONTIERSMAN",525931,NA,6,29,1,NA
"323","CCI",13,18,2008,NA,"","M",93,16.5,22,NA,NA,"Charter","FRONTIERSMAN",525931,NA,6,29,1,NA
"324","CCI",13,19,2008,NA,"","F",90,14.9,19.8,NA,NA,"Charter","JUST FISH",525931,NA,6,29,1,NA
"325","CCI",13,20,2008,8,"","F",88,13.8,18.4,NA,NA,"Charter","JUST FISH",525931,NA,6,29,1,NA
"326","CCI",13,21,2008,NA,"","F",111,29.3,39,NA,NA,"Charter","JUST FISH",525931,NA,6,29,1,NA
"327","CCI",13,22,2008,NA,"","F",83,11.4,15.2,NA,NA,"Charter","JUST FISH",525931,NA,6,29,1,NA
"328","CCI",13,23,2008,9,"","F",87,13.3,17.7,NA,NA,"Charter","JUST FISH",525931,NA,6,29,1,NA
"329","CCI",13,24,2008,NA,"","F",89,14.3,19.1,NA,NA,"Charter","JUST FISH",525931,NA,6,29,1,NA
"330","CCI",13,25,2008,NA,"","F",80,10.1,13.5,NA,NA,"Charter","JUST FISH",525931,NA,6,29,1,NA
"331","CCI",13,26,2008,NA,"","F",82,11,14.6,NA,NA,"Charter","JUST FISH",525931,NA,6,29,1,NA
"332","CCI",13,27,2008,NA,"","M",81,10.6,14,NA,NA,"Charter","JUST FISH",525931,NA,6,29,1,NA
"333","CCI",13,28,2008,NA,"","M",81,10.6,14,NA,NA,"Charter","JUST FISH",525931,NA,6,29,1,NA
"334","CCI",13,29,2008,NA,"","F",84,11.9,15.8,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"335","CCI",13,30,2008,NA,"","F",86,12.8,17.1,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"336","CCI",13,31,2008,NA,"","F",83,11.4,15.2,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"337","CCI",13,32,2008,NA,"","F",90,14.9,19.8,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"338","CCI",13,33,2008,NA,"","F",84,11.9,15.8,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"339","CCI",13,34,2008,NA,"","F",109,27.6,36.8,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"340","CCI",13,35,2008,11,"","F",82,11,14.6,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"341","CCI",13,36,2008,NA,"","F",103,23,30.6,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"342","CCI",13,37,2008,8,"","F",92,16,21.2,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"343","CCI",13,38,2008,NA,"","F",81,10.6,14,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"344","CCI",13,39,2008,NA,"","M",78,9.3,12.4,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"345","CCI",13,40,2008,NA,"I","M",79,9.7,13,NA,NA,"Charter","BOTTOM LINE",525931,NA,6,29,1,NA
"346","CCI",13,41,2008,NA,"","F",75,8.2,10.9,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"347","CCI",13,42,2008,NA,"","F",104,23.7,31.6,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"348","CCI",13,43,2008,NA,"","F",101,21.6,28.7,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"349","CCI",13,44,2008,9,"","F",81,10.6,14,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"350","CCI",13,45,2008,NA,"","F",100,20.9,27.8,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"351","CCI",13,46,2008,NA,"","F",100,20.9,27.8,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"352","CCI",13,47,2008,NA,"","F",87,13.3,17.7,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"353","CCI",13,48,2008,NA,"","F",91,15.4,20.5,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"354","CCI",13,49,2008,NA,"","F",88,13.8,18.4,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"355","CCI",13,50,2008,NA,"","F",91,15.4,20.5,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"356","CCI",13,51,2008,NA,"","F",85,12.3,16.4,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"357","CCI",13,52,2008,NA,"","M",91,15.4,20.5,NA,NA,"Charter","FISH MAGNET",525931,NA,6,29,1,NA
"358","CCI",14,1,2008,9,"","F",80,10.1,13.5,NA,NA,"Charter","DREAM CATCHER",525931,NA,6,30,2,NA
"359","CCI",14,2,2008,NA,"","F",82,11,14.6,NA,NA,"Charter","DREAM CATCHER",525931,NA,6,30,2,NA
"360","CCI",14,3,2008,NA,"","F",87,13.3,17.7,NA,NA,"Charter","DREAM CATCHER",525931,NA,6,30,2,NA
"361","CCI",14,4,2008,9,"","F",86,12.8,17.1,NA,NA,"Charter","DREAM CATCHER",525931,NA,6,30,2,NA
"362","CCI",14,5,2008,10,"","F",96,18.3,24.4,NA,NA,"Charter","DREAM CATCHER",525931,NA,6,30,2,NA
"363","CCI",14,6,2008,NA,"","F",109,27.6,36.8,NA,NA,"Charter","DREAM CATCHER",525931,NA,6,30,2,NA
"364","CCI",14,7,2008,NA,"","F",124,42,55.8,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"365","CCI",14,8,2008,NA,"","F",108,26.8,35.7,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"366","CCI",14,9,2008,9,"","F",88,13.8,18.4,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"367","CCI",14,10,2008,9,"","F",93,16.5,22,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"368","CCI",14,11,2008,15,"","F",108,26.8,35.7,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"369","CCI",14,12,2008,NA,"","F",114,32,42.5,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"370","CCI",14,13,2008,NA,"","F",101,21.6,28.7,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"371","CCI",14,14,2008,NA,"","F",92,16,21.2,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"372","CCI",14,15,2008,NA,"","F",98,19.6,26,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"373","CCI",14,16,2008,NA,"","F",94,17.1,22.7,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"374","CCI",14,17,2008,NA,"","F",93,16.5,22,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"375","CCI",14,18,2008,NA,"","F",95,17.7,23.5,NA,NA,"Charter","MARNI K",525931,NA,6,30,2,NA
"376","CCI",14,19,2008,NA,"","F",103,23,30.6,NA,NA,"Charter","MARILYN J",525931,NA,6,30,2,NA
"377","CCI",14,20,2008,8,"","F",85,12.3,16.4,NA,NA,"Charter","MARILYN J",525931,NA,6,30,2,NA
"378","CCI",14,21,2008,NA,"","F",96,18.3,24.4,NA,NA,"Charter","MARILYN J",525931,NA,6,30,2,NA
"379","CCI",14,22,2008,NA,"","F",89,14.3,19.1,NA,NA,"Charter","MARILYN J",525931,NA,6,30,2,NA
"380","CCI",14,23,2008,NA,"","F",101,21.6,28.7,NA,NA,"Charter","MARILYN J",525931,NA,6,30,2,NA
"381","CCI",14,24,2008,NA,"","F",93,16.5,22,NA,NA,"Charter","MARILYN J",525931,NA,6,30,2,NA
"382","CCI",15,1,2008,NA,"","F",175,128.1,170.4,NA,NA,"Private","",515936,NA,7,4,2,NA
"383","CCI",15,2,2008,NA,"","F",91,15.4,20.5,NA,NA,"Charter","MARILYN J",525931,NA,7,4,2,NA
"384","CCI",15,3,2008,NA,"","F",93,16.5,22,NA,NA,"Charter","MARILYN J",525931,NA,7,4,2,NA
"385","CCI",15,4,2008,NA,"","F",85,12.3,16.4,NA,NA,"Charter","MARILYN J",525931,NA,7,4,2,NA
"386","CCI",15,5,2008,NA,"","F",109,27.6,36.8,NA,NA,"Charter","MARILYN J",525931,NA,7,4,2,NA
"387","CCI",15,6,2008,NA,"","F",86,12.8,17.1,NA,NA,"Charter","SPARE CHANGE",525931,NA,7,4,2,NA
"388","CCI",15,7,2008,NA,"","F",95,17.7,23.5,NA,NA,"Charter","SPARE CHANGE",525931,NA,7,4,2,NA
"389","CCI",15,8,2008,NA,"","F",95,17.7,23.5,NA,NA,"Charter","SPARE CHANGE",525931,NA,7,4,2,NA
"390","CCI",15,9,2008,9,"","F",91,15.4,20.5,NA,NA,"Charter","SPARE CHANGE",525931,NA,7,4,2,NA
"391","CCI",15,10,2008,NA,"","F",103,23,30.6,NA,NA,"Charter","SPARE CHANGE",525931,NA,7,4,2,NA
"392","CCI",15,11,2008,NA,"","F",99,20.2,26.9,NA,NA,"Charter","SPARE CHANGE",525931,NA,7,4,2,NA
"393","CCI",15,12,2008,NA,"","F",105,24.5,32.6,NA,NA,"Charter","SPARE CHANGE",525931,NA,7,4,2,NA
"394","CCI",15,13,2008,NA,"","F",143,66.6,88.6,NA,NA,"Charter","SPARE CHANGE",525931,NA,7,4,2,NA
"395","CCI",16,1,2008,NA,"","F",90,14.9,19.8,NA,NA,"Charter","MISS RENE",525931,NA,7,6,2,NA
"396","CCI",16,2,2008,NA,"","F",88,13.8,18.4,NA,NA,"Charter","MISS RENE",525931,NA,7,6,2,NA
"397","CCI",16,3,2008,NA,"","F",80,10.1,13.5,NA,NA,"Charter","MISS RENE",525931,NA,7,6,2,NA
"398","CCI",16,4,2008,14,"","F",112,30.2,40.1,NA,NA,"Charter","MISS RENE",525931,NA,7,6,2,NA
"399","CCI",16,5,2008,NA,"","F",81,10.6,14,NA,NA,"Charter","MISS RENE",525931,NA,7,6,2,NA
"400","CCI",16,6,2008,NA,"","F",76,8.6,11.4,NA,NA,"Charter","MISS RENE",525931,NA,7,6,2,NA
"401","CCI",16,7,2008,NA,"","F",73,7.5,10,NA,NA,"Charter","MISS RENE",525931,NA,7,6,2,NA
"402","CCI",16,8,2008,NA,"","M",83,11.4,15.2,NA,NA,"Charter","MISS RENE",525931,NA,7,6,2,NA
"403","CCI",16,9,2008,NA,"","M",90,14.9,19.8,NA,NA,"Charter","MISS RENE",525931,NA,7,6,2,NA
"404","CCI",16,10,2008,8,"","F",75,8.2,10.9,NA,NA,"Charter","PEACE OF MIND",525931,NA,7,6,2,NA
"405","CCI",16,11,2008,NA,"","F",73,7.5,10,NA,NA,"Charter","PEACE OF MIND",525931,NA,7,6,2,NA
"406","CCI",16,12,2008,NA,"","F",72,7.2,9.6,NA,NA,"Charter","PEACE OF MIND",525931,NA,7,6,2,NA
"407","CCI",16,13,2008,9,"","F",75,8.2,10.9,NA,NA,"Charter","PEACE OF MIND",525931,NA,7,6,2,NA
"408","CCI",16,14,2008,6,"","F",75,8.2,10.9,NA,NA,"Charter","PEACE OF MIND",525931,NA,7,6,2,NA
"409","CCI",16,15,2008,10,"","F",101,21.6,28.7,NA,NA,"Charter","PEACE OF MIND",525931,NA,7,6,2,NA
"410","CCI",16,16,2008,NA,"","F",90,14.9,19.8,NA,NA,"Charter","PEACE OF MIND",525931,NA,7,6,2,NA
"411","CCI",16,17,2008,NA,"","F",91,15.4,20.5,NA,NA,"Charter","PEACE OF MIND",525931,NA,7,6,2,NA
"412","CCI",17,1,2008,NA,"","F",83,11.4,15.2,NA,NA,"Private","",NA,NA,7,7,1,NA
"413","CCI",17,2,2008,NA,"","F",78,9.3,12.4,NA,NA,"Private","",NA,NA,7,7,1,NA
"414","CCI",17,3,2008,8,"","F",73,7.5,10,NA,NA,"Private","",NA,NA,7,7,1,NA
"415","CCI",17,4,2008,NA,"","F",96,18.3,24.4,NA,NA,"Private","",NA,NA,7,7,1,NA
"416","CCI",17,5,2008,NA,"","F",94,17.1,22.7,NA,NA,"Private","",NA,NA,7,7,1,NA
"417","CCI",17,6,2008,NA,"","F",99,20.2,26.9,NA,NA,"Private","",NA,NA,7,7,1,NA
"418","CCI",17,7,2008,NA,"","F",109,27.6,36.8,NA,NA,"Private","",NA,NA,7,7,1,NA
"419","CCI",17,8,2008,NA,"","F",95,17.7,23.5,NA,NA,"Private","",NA,NA,7,7,1,NA
"420","CCI",17,9,2008,9,"","F",95,17.7,23.5,NA,NA,"Private","",NA,NA,7,7,1,NA
"421","CCI",17,10,2008,11,"","F",112,30.2,40.1,NA,NA,"Private","",NA,NA,7,7,1,NA
"422","CCI",17,11,2008,10,"","F",92,16,21.2,NA,NA,"Private","",NA,NA,7,7,1,NA
"423","CCI",17,12,2008,NA,"","F",76,8.6,11.4,NA,NA,"Private","",NA,NA,7,7,1,NA
"424","CCI",17,13,2008,NA,"","F",77,9,11.9,NA,NA,"Private","",NA,NA,7,7,1,NA
"425","CCI",17,14,2008,7,"","F",66,5.4,7.2,NA,NA,"Private","",NA,NA,7,7,1,NA
"426","CCI",17,15,2008,9,"","F",76,8.6,11.4,NA,NA,"Private","",NA,NA,7,7,1,NA
"427","CCI",17,16,2008,NA,"","F",63,4.7,6.2,NA,NA,"Private","",NA,NA,7,7,1,NA
"428","CCI",17,17,2008,NA,"","F",68,6,8,NA,NA,"Private","",NA,NA,7,7,1,NA
"429","CCI",17,18,2008,NA,"","M",66,5.4,7.2,NA,NA,"Private","",NA,NA,7,7,1,NA
"430","CCI",17,19,2008,NA,"","M",76,8.6,11.4,NA,NA,"Private","",NA,NA,7,7,1,NA
"431","CCI",17,20,2008,NA,"","M",65,5.2,6.9,NA,NA,"Private","",NA,NA,7,7,1,NA
"432","CCI",17,21,2008,NA,"","M",71,6.9,9.2,NA,NA,"Private","",NA,NA,7,7,1,NA
"433","CCI",17,22,2008,NA,"","F",93,16.5,22,NA,NA,"Charter","REEL TIME",525931,NA,7,7,1,NA
"434","CCI",17,23,2008,NA,"","F",89,14.3,19.1,NA,NA,"Charter","REEL TIME",525931,NA,7,7,1,NA
"435","CCI",17,24,2008,NA,"","F",116,33.8,45,NA,NA,"Charter","REEL TIME",525931,NA,7,7,1,NA
"436","CCI",17,25,2008,NA,"","F",113,31.1,41.3,NA,NA,"Charter","REEL TIME",525931,NA,7,7,1,NA
"437","CCI",17,26,2008,10,"","F",106,25.2,33.6,NA,NA,"Charter","REEL TIME",525931,NA,7,7,1,NA
"438","CCI",17,27,2008,8,"","F",94,17.1,22.7,NA,NA,"Charter","REEL TIME",525931,NA,7,7,1,NA
"439","CCI",17,28,2008,NA,"","F",110,28.5,37.9,NA,NA,"Charter","REEL TIME",525931,NA,7,7,1,NA
"440","CCI",17,29,2008,NA,"","F",101,21.6,28.7,NA,NA,"Charter","REEL TIME",525931,NA,7,7,1,NA
