"","page","line","port","year","age","AgeErr","SEX","LENGTH","NETWT","RNDWT","AGE2","AGECONF","USER","BOATNAME","STATAREA","CAS","TOSSED","MONTH","DAY","SUB","litho","boatnum"
"207",6,34,"CCI",2009,10,"","F",87,13.3,17.7,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",6,10,2,NA,NA
"208",6,35,"CCI",2009,10,"","F",95,17.7,23.5,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",6,10,2,NA,NA
"209",6,36,"CCI",2009,NA,"","F",101,21.6,28.7,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",6,10,2,NA,NA
"210",6,37,"CCI",2009,NA,"","F",91,15.4,20.5,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",6,10,2,NA,NA
"211",6,38,"CCI",2009,NA,"","F",98,19.6,26,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",6,10,2,NA,NA
"212",6,39,"CCI",2009,NA,"","F",143,66.6,88.6,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",6,10,2,NA,NA
"213",6,40,"CCI",2009,10,"","F",95,17.7,23.5,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",6,10,2,NA,NA
"214",6,41,"CCI",2009,NA,"","F",95,17.7,23.5,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,10,2,NA,NA
"215",6,42,"CCI",2009,8,"","F",88,13.8,18.4,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,10,2,NA,NA
"216",6,43,"CCI",2009,9,"","F",90,14.9,19.8,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,10,2,NA,NA
"217",6,44,"CCI",2009,NA,"","M",94,17.1,22.7,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,10,2,NA,NA
"218",6,45,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,10,2,NA,NA
"219",6,46,"CCI",2009,NA,"","F",94,17.1,22.7,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,10,2,NA,NA
"220",6,47,"CCI",2009,6,"","F",83,11.4,15.2,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,10,2,NA,NA
"221",6,48,"CCI",2009,7,"","F",85,12.3,16.4,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,10,2,NA,NA
"222",7,1,"CCI",2009,12,"","M",94,17.1,22.7,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"223",7,2,"CCI",2009,10,"","F",99,20.2,26.9,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"224",7,3,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"225",7,4,"CCI",2009,NA,"","F",85,12.3,16.4,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"226",7,5,"CCI",2009,7,"","F",86,12.8,17.1,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"227",7,6,"CCI",2009,NA,"","F",96,18.3,24.4,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"228",7,7,"CCI",2009,NA,"","F",75,8.2,10.9,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"229",7,8,"CCI",2009,NA,"","F",99,20.2,26.9,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"230",7,9,"CCI",2009,NA,"","F",117,34.8,46.2,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"231",7,10,"CCI",2009,NA,"","F",115,32.9,43.7,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"232",7,11,"CCI",2009,NA,"","F",107,26,34.6,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"233",7,12,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Charter","CHOSEN 1",525931,NA,"",6,15,1,NA,NA
"234",7,13,"CCI",2009,NA,"","M",90,14.9,19.8,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"235",7,14,"CCI",2009,NA,"","F",105,24.5,32.6,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"236",7,15,"CCI",2009,NA,"","F",92,16,21.2,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"237",7,16,"CCI",2009,NA,"","F",86,12.8,17.1,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"238",7,17,"CCI",2009,NA,"","F",94,17.1,22.7,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"239",7,18,"CCI",2009,NA,"","F",76,8.6,11.4,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"240",7,19,"CCI",2009,NA,"","F",92,16,21.2,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"241",7,20,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"242",7,21,"CCI",2009,NA,"","F",93,16.5,22,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"243",7,22,"CCI",2009,NA,"","F",96,18.3,24.4,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"244",7,23,"CCI",2009,NA,"","F",70,6.6,8.8,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"245",7,24,"CCI",2009,NA,"","F",109,27.6,36.8,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"246",7,25,"CCI",2009,NA,"","F",111,29.3,39,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"247",7,26,"CCI",2009,NA,"","F",120,37.7,50.2,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"248",7,27,"CCI",2009,NA,"","F",120,37.7,50.2,NA,NA,"Charter","HARD EIGHT",525931,NA,"",6,15,1,NA,NA
"249",7,28,"CCI",2009,7,"","M",75,8.2,10.9,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"250",7,29,"CCI",2009,NA,"","F",114,32,42.5,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"251",7,30,"CCI",2009,9,"","F",88,13.8,18.4,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"252",7,31,"CCI",2009,NA,"","F",85,12.3,16.4,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"253",7,32,"CCI",2009,NA,"","F",92,16,21.2,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"254",7,33,"CCI",2009,NA,"","F",92,16,21.2,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"255",7,34,"CCI",2009,NA,"","F",92,16,21.2,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"256",7,35,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"257",7,36,"CCI",2009,NA,"","F",78,9.3,12.4,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"258",7,37,"CCI",2009,NA,"","F",95,17.7,23.5,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"259",7,38,"CCI",2009,NA,"","F",83,11.4,15.2,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"260",7,39,"CCI",2009,NA,"","F",90,14.9,19.8,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",6,15,1,NA,NA
"261",7,40,"CCI",2009,9,"","F",97,18.9,25.2,NA,NA,"Private","P1",525931,NA,"",6,15,1,NA,NA
"262",7,41,"CCI",2009,12,"","M",88,13.8,18.4,NA,NA,"Private","P1",525931,NA,"",6,15,1,NA,NA
"263",7,42,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Private","P1",525931,NA,"",6,15,1,NA,NA
"264",7,43,"CCI",2009,NA,"","F",83,11.4,15.2,NA,NA,"Private","P2",516002,NA,"",6,15,1,NA,NA
"265",7,44,"CCI",2009,NA,"","F",80,10.1,13.5,NA,NA,"Private","P2",516002,NA,"",6,15,1,NA,NA
"266",7,45,"CCI",2009,NA,"","F",96,18.3,24.4,NA,NA,"Private","P2",516002,NA,"",6,15,1,NA,NA
"267",7,46,"CCI",2009,NA,"","F",105,24.5,32.6,NA,NA,"Private","P2",516002,NA,"",6,15,1,NA,NA
"268",7,47,"CCI",2009,NA,"","F",73,7.5,10,NA,NA,"Private","P2",516002,NA,"",6,15,1,NA,NA
"269",7,48,"CCI",2009,NA,"","F",93,16.5,22,NA,NA,"Private","P2",516002,NA,"",6,15,1,NA,NA
"270",7,49,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Private","P2",516002,NA,"",6,15,1,NA,NA
"271",7,50,"CCI",2009,NA,"","F",92,16,21.2,NA,NA,"Private","P2",516002,NA,"",6,15,1,NA,NA
"272",7,51,"CCI",2009,NA,"","F",90,14.9,19.8,NA,NA,"Private","P2",516002,NA,"",6,15,1,NA,NA
"273",7,52,"CCI",2009,NA,"","M",80,10.1,13.5,NA,NA,"Private","P3",525931,NA,"",6,15,1,NA,NA
"274",7,53,"CCI",2009,NA,"","F",98,19.6,26,NA,NA,"Private","P3",525931,NA,"",6,15,1,NA,NA
"275",7,54,"CCI",2009,NA,"","F",100,20.9,27.8,NA,NA,"Private","P3",525931,NA,"",6,15,1,NA,NA
"276",7,55,"CCI",2009,NA,"","F",89,14.3,19.1,NA,NA,"Private","P3",525931,NA,"",6,15,1,NA,NA
"277",7,56,"CCI",2009,NA,"","F",78,9.3,12.4,NA,NA,"Private","P3",525931,NA,"",6,15,1,NA,NA
"278",7,57,"CCI",2009,8,"","F",84,11.9,15.8,NA,NA,"Private","P3",525931,NA,"",6,15,1,NA,NA
"279",7,58,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Private","P3",525931,NA,"",6,15,1,NA,NA
"280",7,59,"CCI",2009,NA,"I","F",74,7.9,10.5,NA,NA,"Private","P3",525931,NA,"",6,15,1,NA,NA
"281",7,60,"CCI",2009,NA,"","F",83,11.4,15.2,NA,NA,"Private","P3",525931,NA,"",6,15,1,NA,NA
"282",7,61,"CCI",2009,9,"","F",76,8.6,11.4,NA,NA,"Private","P3",525931,NA,"",6,15,1,NA,NA
"283",7,62,"CCI",2009,10,"","F",85,12.3,16.4,NA,NA,"Private","P3",525931,NA,"",6,15,1,NA,NA
"284",7,63,"CCI",2009,13,"","F",101,21.6,28.7,NA,NA,"Private","P4",525931,NA,"",6,15,1,NA,NA
"285",7,64,"CCI",2009,NA,"","F",95,17.7,23.5,NA,NA,"Private","P4",525931,NA,"",6,15,1,NA,NA
"286",7,65,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Private","P4",525931,NA,"",6,15,1,NA,NA
"287",7,66,"CCI",2009,10,"","F",104,23.7,31.6,NA,NA,"Private","P4",525931,NA,"",6,15,1,NA,NA
"288",7,67,"CCI",2009,8,"","F",85,12.3,16.4,NA,NA,"Private","P4",525931,NA,"",6,15,1,NA,NA
"289",7,68,"CCI",2009,NA,"","F",103,23,30.6,NA,NA,"Private","P4",525931,NA,"",6,15,1,NA,NA
"290",7,69,"CCI",2009,11,"","F",115,32.9,43.7,NA,NA,"Private","P4",525931,NA,"",6,15,1,NA,NA
"291",7,70,"CCI",2009,NA,"","F",93,16.5,22,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"292",7,71,"CCI",2009,NA,"","F",93,16.5,22,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"293",7,72,"CCI",2009,11,"","F",108,26.8,35.7,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"294",7,73,"CCI",2009,NA,"","F",104,23.7,31.6,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"295",7,74,"CCI",2009,NA,"","F",98,19.6,26,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"296",7,75,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"297",7,76,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"298",7,77,"CCI",2009,NA,"","F",126,44.2,58.8,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"299",7,78,"CCI",2009,10,"","F",103,23,30.6,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"300",7,79,"CCI",2009,7,"","F",88,13.8,18.4,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"301",7,80,"CCI",2009,NA,"","F",91,15.4,20.5,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"302",7,81,"CCI",2009,NA,"","F",78,9.3,12.4,NA,NA,"Private","P5",525931,NA,"",6,15,1,NA,NA
"303",7,82,"CCI",2009,NA,"","M",84,11.9,15.8,NA,NA,"Private","P6",525931,NA,"",6,15,1,NA,NA
"304",7,83,"CCI",2009,NA,"","F",104,23.7,31.6,NA,NA,"Private","P6",525931,NA,"",6,15,1,NA,NA
"305",7,84,"CCI",2009,NA,"","F",130,48.9,65,NA,NA,"Private","P6",525931,NA,"",6,15,1,NA,NA
"306",7,85,"CCI",2009,NA,"","F",93,16.5,22,NA,NA,"Private","P6",525931,NA,"",6,15,1,NA,NA
"307",7,86,"CCI",2009,9,"","F",89,14.3,19.1,NA,NA,"Private","P6",525931,NA,"",6,15,1,NA,NA
"308",8,1,"CCI",2009,NA,"","M",85,12.3,16.4,NA,NA,"Private","P1",525931,NA,"",6,17,1,NA,NA
"309",8,2,"CCI",2009,18,"","M",88,13.8,18.4,NA,NA,"Private","P1",525931,NA,"",6,17,1,NA,NA
"310",8,3,"CCI",2009,NA,"","M",80,10.1,13.5,NA,NA,"Private","P1",525931,NA,"",6,17,1,NA,NA
"311",8,4,"CCI",2009,NA,"","M",90,14.9,19.8,NA,NA,"Private","P1",525931,NA,"",6,17,1,NA,NA
"312",8,5,"CCI",2009,NA,"","F",83,11.4,15.2,NA,NA,"Private","P1",525931,NA,"",6,17,1,NA,NA
"313",8,6,"CCI",2009,NA,"","F",95,17.7,23.5,NA,NA,"Private","P1",525931,NA,"",6,17,1,NA,NA
"314",8,7,"CCI",2009,8,"","F",89,14.3,19.1,NA,NA,"Private","P1",525931,NA,"",6,17,1,NA,NA
"315",8,8,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Private","P1",525931,NA,"",6,17,1,NA,NA
"316",8,9,"CCI",2009,10,"","F",86,12.8,17.1,NA,NA,"Private","P1",525931,NA,"",6,17,1,NA,NA
"317",8,10,"CCI",2009,10,"","F",83,11.4,15.2,NA,NA,"Private","P1",525931,NA,"",6,17,1,NA,NA
"318",8,11,"CCI",2009,NA,"","M",102,22.3,29.6,NA,NA,"Private","P2",515938,NA,"",6,17,1,NA,NA
"319",8,12,"CCI",2009,NA,"","M",84,11.9,15.8,NA,NA,"Private","P2",515938,NA,"",6,17,1,NA,NA
"320",8,13,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Private","P2",515938,NA,"",6,17,1,NA,NA
"321",8,14,"CCI",2009,NA,"","F",92,16,21.2,NA,NA,"Private","P2",515938,NA,"",6,17,1,NA,NA
"322",8,15,"CCI",2009,NA,"","F",108,26.8,35.7,NA,NA,"Private","P2",515938,NA,"",6,17,1,NA,NA
"323",8,16,"CCI",2009,NA,"","F",95,17.7,23.5,NA,NA,"Private","P2",515938,NA,"",6,17,1,NA,NA
"324",8,17,"CCI",2009,NA,"","F",115,32.9,43.7,NA,NA,"Private","P2",515938,NA,"",6,17,1,NA,NA
"325",8,18,"CCI",2009,11,"","F",105,24.5,32.6,NA,NA,"Private","P2",515938,NA,"",6,17,1,NA,NA
"326",8,19,"CCI",2009,NA,"","F",83,11.4,15.2,NA,NA,"Private","P2",515938,NA,"",6,17,1,NA,NA
"327",8,20,"CCI",2009,NA,"","F",85,12.3,16.4,NA,NA,"Private","P3",525931,NA,"",6,17,1,NA,NA
"328",8,21,"CCI",2009,11,"","F",80,10.1,13.5,NA,NA,"Private","P3",525931,NA,"",6,17,1,NA,NA
"329",8,22,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Private","P3",525931,NA,"",6,17,1,NA,NA
"330",8,23,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Private","P3",525931,NA,"",6,17,1,NA,NA
"331",8,24,"CCI",2009,NA,"","M",90,14.9,19.8,NA,NA,"Charter","UNFORGIVEN",525931,NA,"",6,17,1,NA,NA
"332",8,25,"CCI",2009,NA,"","M",88,13.8,18.4,NA,NA,"Charter","UNFORGIVEN",525931,NA,"",6,17,1,NA,NA
"333",8,26,"CCI",2009,NA,"","M",85,12.3,16.4,NA,NA,"Charter","UNFORGIVEN",525931,NA,"",6,17,1,NA,NA
"334",8,27,"CCI",2009,NA,"","F",118,35.7,47.5,NA,NA,"Charter","UNFORGIVEN",525931,NA,"",6,17,1,NA,NA
"335",8,28,"CCI",2009,NA,"","F",112,30.2,40.1,NA,NA,"Charter","UNFORGIVEN",525931,NA,"",6,17,1,NA,NA
"336",8,29,"CCI",2009,NA,"","F",83,11.4,15.2,NA,NA,"Charter","UNFORGIVEN",525931,NA,"",6,17,1,NA,NA
"337",8,30,"CCI",2009,NA,"","F",91,15.4,20.5,NA,NA,"Charter","UNFORGIVEN",525931,NA,"",6,17,1,NA,NA
"338",8,31,"CCI",2009,NA,"","F",85,12.3,16.4,NA,NA,"Charter","UNFORGIVEN",525931,NA,"",6,17,1,NA,NA
"339",8,32,"CCI",2009,NA,"","F",104,23.7,31.6,NA,NA,"Charter","UNFORGIVEN",525931,NA,"",6,17,1,NA,NA
"340",8,33,"CCI",2009,15,"","F",86,12.8,17.1,NA,NA,"Charter","UNFORGIVEN",525931,NA,"",6,17,1,NA,NA
"341",8,34,"CCI",2009,NA,"","M",88,13.8,18.4,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"342",8,35,"CCI",2009,18,"","M",89,14.3,19.1,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"343",8,36,"CCI",2009,NA,"","F",89,14.3,19.1,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"344",8,37,"CCI",2009,10,"","F",88,13.8,18.4,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"345",8,38,"CCI",2009,7,"","F",87,13.3,17.7,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"346",8,39,"CCI",2009,NA,"","F",91,15.4,20.5,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"347",8,40,"CCI",2009,NA,"","F",96,18.3,24.4,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"348",8,41,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"349",8,42,"CCI",2009,13,"","F",91,15.4,20.5,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"350",8,43,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"351",8,44,"CCI",2009,NA,"","F",101,21.6,28.7,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"352",8,45,"CCI",2009,NA,"","F",104,23.7,31.6,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,17,1,NA,NA
"353",9,1,"CCI",2009,NA,"","F",89,14.3,19.1,NA,NA,"Private","P1",525931,NA,"",6,25,1,NA,NA
"354",9,2,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Private","P1",525931,NA,"",6,25,1,NA,NA
"355",9,3,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Private","P1",525931,NA,"",6,25,1,NA,NA
"356",9,4,"CCI",2009,NA,"","F",85,12.3,16.4,NA,NA,"Private","P1",525931,NA,"",6,25,1,NA,NA
"357",9,5,"CCI",2009,NA,"","F",91,15.4,20.5,NA,NA,"Private","P1",525931,NA,"",6,25,1,NA,NA
"358",9,6,"CCI",2009,9,"","M",83,11.4,15.2,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"359",9,7,"CCI",2009,NA,"","M",79,9.7,13,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"360",9,8,"CCI",2009,10,"","F",88,13.8,18.4,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"361",9,9,"CCI",2009,7,"","F",89,14.3,19.1,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"362",9,10,"CCI",2009,9,"","F",85,12.3,16.4,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"363",9,11,"CCI",2009,NA,"","F",85,12.3,16.4,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"364",9,12,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"365",9,13,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"366",9,14,"CCI",2009,9,"","F",83,11.4,15.2,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"367",9,15,"CCI",2009,10,"","F",92,16,21.2,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"368",9,16,"CCI",2009,6,"","F",71,6.9,9.2,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"369",9,17,"CCI",2009,NA,"","F",97,18.9,25.2,NA,NA,"Private","P2",515938,NA,"",6,25,1,NA,NA
"370",9,18,"CCI",2009,NA,"","M",77,9,11.9,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,25,1,NA,NA
"371",9,19,"CCI",2009,NA,"","M",81,10.6,14,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,25,1,NA,NA
"372",9,20,"CCI",2009,NA,"","M",78,9.3,12.4,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,25,1,NA,NA
"373",9,21,"CCI",2009,NA,"","M",78,9.3,12.4,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,25,1,NA,NA
"374",9,22,"CCI",2009,10,"","M",71,6.9,9.2,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,25,1,NA,NA
"375",9,23,"CCI",2009,NA,"","M",88,13.8,18.4,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,25,1,NA,NA
"376",9,24,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,25,1,NA,NA
"377",9,25,"CCI",2009,10,"","F",88,13.8,18.4,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,25,1,NA,NA
"378",9,26,"CCI",2009,NA,"","F",113,31.1,41.3,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,25,1,NA,NA
"379",9,27,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,"",6,25,1,NA,NA
"380",9,28,"CCI",2009,NA,"","M",75,8.2,10.9,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,25,1,NA,NA
"381",9,29,"CCI",2009,NA,"","F",85,12.3,16.4,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,25,1,NA,NA
"382",9,30,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,25,1,NA,NA
"383",9,31,"CCI",2009,NA,"","F",80,10.1,13.5,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,25,1,NA,NA
"384",9,32,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,25,1,NA,NA
"385",9,33,"CCI",2009,13,"","F",96,18.3,24.4,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,25,1,NA,NA
"386",9,34,"CCI",2009,NA,"","F",72,7.2,9.6,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,25,1,NA,NA
"387",9,35,"CCI",2009,NA,"","M",84,11.9,15.8,NA,NA,"Charter","KEEPER",525931,NA,"",6,25,1,NA,NA
"388",9,36,"CCI",2009,NA,"","F",83,11.4,15.2,NA,NA,"Charter","KEEPER",525931,NA,"",6,25,1,NA,NA
"389",9,37,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Charter","KEEPER",525931,NA,"",6,25,1,NA,NA
"390",9,38,"CCI",2009,7,"","F",75,8.2,10.9,NA,NA,"Charter","KEEPER",525931,NA,"",6,25,1,NA,NA
"391",9,39,"CCI",2009,7,"","F",85,12.3,16.4,NA,NA,"Charter","KEEPER",525931,NA,"",6,25,1,NA,NA
"392",9,40,"CCI",2009,NA,"","F",86,12.8,17.1,NA,NA,"Charter","KEEPER",525931,NA,"",6,25,1,NA,NA
"393",9,41,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Charter","KEEPER",525931,NA,"",6,25,1,NA,NA
"394",9,42,"CCI",2009,NA,"","F",76,8.6,11.4,NA,NA,"Charter","KEEPER",525931,NA,"",6,25,1,NA,NA
"395",10,1,"CCI",2009,NA,"","F",92,16,21.2,NA,NA,"Private","P1",525931,NA,"",6,27,2,NA,NA
"396",10,2,"CCI",2009,NA,"","F",72,7.2,9.6,NA,NA,"Private","P1",525931,NA,"",6,27,2,NA,NA
"397",10,3,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Private","P1",525931,NA,"",6,27,2,NA,NA
"398",10,4,"CCI",2009,10,"","F",106,25.2,33.6,NA,NA,"Private","P1",525931,NA,"",6,27,2,NA,NA
"399",10,5,"CCI",2009,NA,"","F",78,9.3,12.4,NA,NA,"Private","P1",525931,NA,"",6,27,2,NA,NA
"400",10,6,"CCI",2009,NA,"","F",72,7.2,9.6,NA,NA,"Private","P1",525931,NA,"",6,27,2,NA,NA
"401",10,7,"CCI",2009,NA,"","F",76,8.6,11.4,NA,NA,"Private","P1",525931,NA,"",6,27,2,NA,NA
"402",10,8,"CCI",2009,NA,"","F",100,20.9,27.8,NA,NA,"Private","P1",525931,NA,"",6,27,2,NA,NA
"403",10,9,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,27,2,NA,NA
"404",10,10,"CCI",2009,8,"","F",89,14.3,19.1,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,27,2,NA,NA
"405",10,11,"CCI",2009,NA,"","F",85,12.3,16.4,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,27,2,NA,NA
"406",10,12,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,27,2,NA,NA
"407",10,13,"CCI",2009,8,"","F",81,10.6,14,NA,NA,"Charter","DREAM CATCHER",525931,NA,"",6,27,2,NA,NA
