"","page","line","port","year","age","AgeErr","SEX","LENGTH","NETWT","RNDWT","AGE2","AGECONF","USER","BOATNAME","STATAREA","CAS","TOSSED","MONTH","DAY","SUB","litho","boatnum"
"1005",5,1,"Homer",2009,NA,"","F",153,82.9,110.3,NA,NA,"HomCPort","SORCERESS",515907,0,"",5,28,NA,NA,NA
"1006",5,2,"Homer",2009,NA,"","F",137,58,77.1,NA,NA,"HomCPort","SORCERESS",515907,0,"",5,28,NA,NA,NA
"1007",5,3,"Homer",2009,NA,"","F",68,6,8,NA,NA,"HomCPort","SORCERESS",515907,0,"",5,28,NA,NA,NA
"1008",5,4,"Homer",2009,NA,"","F",73,7.5,10,NA,NA,"HomCPort","SORCERESS",515907,0,"",5,28,NA,NA,NA
"1009",5,5,"Homer",2009,NA,"","F",73,7.5,10,NA,NA,"HomCPort","SORCERESS",515907,0,"",5,28,NA,NA,NA
"1010",5,6,"Homer",2009,NA,"","F",79,9.7,13,NA,NA,"HomCPort","SORCERESS",515907,0,"",5,28,NA,NA,NA
"1011",5,7,"Homer",2009,NA,"","F",88,13.8,18.4,NA,NA,"HomCPort","SORCERESS",515907,0,"",5,28,NA,NA,NA
"1012",5,8,"Homer",2009,NA,"","F",91,15.4,20.5,NA,NA,"HomCPort","SORCERESS",515907,0,"",5,28,NA,NA,NA
"1013",5,9,"Homer",2009,NA,"","F",107,26,34.6,NA,NA,"HomCPort","SORCERESS",515907,0,"",5,28,NA,NA,NA
"1014",5,10,"Homer",2009,9,"","M",75,8.2,10.9,NA,NA,"HomCPort","SORCERESS",515907,0,"",5,28,NA,NA,NA
"1015",5,11,"Homer",2009,NA,"","F",81,10.6,14,NA,NA,"Private","P1",515907,0,"",5,28,NA,NA,NA
"1016",5,12,"Homer",2009,NA,"","F",91,15.4,20.5,NA,NA,"Private","P1",515907,0,"",5,28,NA,NA,NA
"1017",5,13,"Homer",2009,NA,"","F",82,11,14.6,NA,NA,"Private","P1",515907,0,"",5,28,NA,NA,NA
"1018",5,14,"Homer",2009,NA,"","F",84,11.9,15.8,NA,NA,"Private","P1",515907,0,"",5,28,NA,NA,NA
"1019",5,15,"Homer",2009,NA,"","M",71,6.9,9.2,NA,NA,"Private","P1",515907,0,"",5,28,NA,NA,NA
"1020",6,1,"Homer",2009,8,"","F",80,10.1,13.5,NA,NA,"Private","P1",525902,0,"",6,1,NA,NA,NA
"1021",6,2,"Homer",2009,10,"","F",80,10.1,13.5,NA,NA,"Private","P1",525902,0,"",6,1,NA,NA,NA
"1022",6,3,"Homer",2009,12,"","M",96,18.3,24.4,NA,NA,"Private","P2",515906,0,"",6,1,NA,NA,NA
"1023",6,4,"Homer",2009,NA,"","F",92,16,21.2,NA,NA,"Private","P2",515906,0,"",6,1,NA,NA,NA
"1024",6,5,"Homer",2009,NA,"","F",126,44.2,58.8,NA,NA,"Private","P2",515906,0,"",6,1,NA,NA,NA
"1025",6,6,"Homer",2009,NA,"","F",145,69.7,92.7,NA,NA,"Private","P2",515906,0,"",6,1,NA,NA,NA
"1026",6,7,"Homer",2009,NA,"","M",84,11.9,15.8,NA,NA,"Private","P3",525901,0,"",6,1,NA,NA,NA
"1027",6,8,"Homer",2009,NA,"","M",87,13.3,17.7,NA,NA,"Private","P3",525901,0,"",6,1,NA,NA,NA
"1028",6,9,"Homer",2009,NA,"","F",67,5.7,7.6,NA,NA,"Private","P3",525901,0,"",6,1,NA,NA,NA
"1029",6,10,"Homer",2009,NA,"","F",76,8.6,11.4,NA,NA,"Private","P3",525901,0,"",6,1,NA,NA,NA
"1030",6,11,"Homer",2009,9,"","F",80,10.1,13.5,NA,NA,"Private","P3",525901,0,"",6,1,NA,NA,NA
"1031",6,12,"Homer",2009,NA,"","F",91,15.4,20.5,NA,NA,"Private","P3",525901,0,"",6,1,NA,NA,NA
"1032",6,13,"Homer",2009,NA,"","F",86,12.8,17.1,NA,NA,"Private","P3",525901,0,"",6,1,NA,NA,NA
"1033",6,14,"Homer",2009,NA,"","F",84,11.9,15.8,NA,NA,"Private","P3",525901,0,"",6,1,NA,NA,NA
"1034",6,15,"Homer",2009,NA,"","M",75,8.2,10.9,NA,NA,"Private","P4",515935,0,"",6,1,NA,NA,NA
"1035",6,16,"Homer",2009,NA,"","F",67,5.7,7.6,NA,NA,"Private","P4",515935,0,"",6,1,NA,NA,NA
"1036",6,17,"Homer",2009,NA,"","M",88,13.8,18.4,NA,NA,"Private","P5",525931,0,"",6,1,NA,NA,NA
"1037",6,18,"Homer",2009,NA,"","F",81,10.6,14,NA,NA,"Private","P5",525931,0,"",6,1,NA,NA,NA
"1038",6,19,"Homer",2009,7,"","F",81,10.6,14,NA,NA,"Private","P5",525931,0,"",6,1,NA,NA,NA
"1039",6,20,"Homer",2009,NA,"","F",82,11,14.6,NA,NA,"Private","P5",525931,0,"",6,1,NA,NA,NA
"1040",6,21,"Homer",2009,10,"","F",80,10.1,13.5,NA,NA,"Private","P5",525931,0,"",6,1,NA,NA,NA
"1041",6,22,"Homer",2009,NA,"","M",86,12.8,17.1,NA,NA,"HomCPort","4%",515936,0,"",6,1,NA,NA,NA
"1042",6,23,"Homer",2009,10,"","M",75,8.2,10.9,NA,NA,"HomCPort","4%",515936,0,"",6,1,NA,NA,NA
"1043",6,24,"Homer",2009,NA,"","F",72,7.2,9.6,NA,NA,"HomCPort","4%",515936,0,"",6,1,NA,NA,NA
"1044",6,25,"Homer",2009,NA,"","F",104,23.7,31.6,NA,NA,"HomCPort","4%",515936,0,"",6,1,NA,NA,NA
"1045",6,26,"Homer",2009,6,"","F",76,8.6,11.4,NA,NA,"HomCPort","4%",515936,0,"",6,1,NA,NA,NA
"1046",6,27,"Homer",2009,9,"","F",94,17.1,22.7,NA,NA,"HomCPort","4%",515936,0,"",6,1,NA,NA,NA
"1047",6,28,"Homer",2009,NA,"","F",86,12.8,17.1,NA,NA,"HomCPort","4%",515936,0,"",6,1,NA,NA,NA
"1048",7,1,"Homer",2009,6,"","M",75,8.2,10.9,NA,NA,"Private","P1",525931,0,"",6,2,NA,NA,NA
"1049",7,2,"Homer",2009,NA,"","F",78,9.3,12.4,NA,NA,"Private","P1",525931,0,"",6,2,NA,NA,NA
"1050",7,3,"Homer",2009,NA,"","F",75,8.2,10.9,NA,NA,"Private","P1",525931,0,"",6,2,NA,NA,NA
"1051",7,4,"Homer",2009,7,"","F",71,6.9,9.2,NA,NA,"Private","P1",525931,0,"",6,2,NA,NA,NA
"1052",7,5,"Homer",2009,10,"","F",93,16.5,22,NA,NA,"Private","P1",525931,0,"",6,2,NA,NA,NA
"1053",7,6,"Homer",2009,9,"","F",82,11,14.6,NA,NA,"Private","P1",525931,0,"",6,2,NA,NA,NA
"1054",7,7,"Homer",2009,10,"","M",76,8.6,11.4,NA,NA,"Private","P2",525902,0,"",6,2,NA,NA,NA
"1055",7,8,"Homer",2009,7,"","F",70,6.6,8.8,NA,NA,"Private","P2",525902,0,"",6,2,NA,NA,NA
"1056",7,9,"Homer",2009,NA,"","F",81,10.6,14,NA,NA,"Private","P2",525902,0,"",6,2,NA,NA,NA
"1057",7,10,"Homer",2009,NA,"","F",70,6.6,8.8,NA,NA,"Private","P2",525902,0,"",6,2,NA,NA,NA
"1058",7,11,"Homer",2009,NA,"","F",82,11,14.6,NA,NA,"Private","P3",515936,0,"",6,2,NA,NA,NA
"1059",7,12,"Homer",2009,5,"","F",66,5.4,7.2,NA,NA,"Private","P4",515935,0,"",6,2,NA,NA,NA
"1060",7,13,"Homer",2009,7,"","F",83,11.4,15.2,NA,NA,"Private","P4",515935,0,"",6,2,NA,NA,NA
"1061",7,14,"Homer",2009,6,"","F",79,9.7,13,NA,NA,"Private","P4",515935,0,"",6,2,NA,NA,NA
"1062",7,15,"Homer",2009,6,"","F",71,6.9,9.2,NA,NA,"Private","P4",515935,0,"",6,2,NA,NA,NA
"1063",7,16,"Homer",2009,10,"","M",79,9.7,13,NA,NA,"Private","P5",525931,0,"",6,2,NA,NA,NA
"1064",7,17,"Homer",2009,NA,"","F",91,15.4,20.5,NA,NA,"Private","P5",525931,0,"",6,2,NA,NA,NA
"1065",7,18,"Homer",2009,NA,"","F",80,10.1,13.5,NA,NA,"Private","P5",525931,0,"",6,2,NA,NA,NA
"1066",7,19,"Homer",2009,NA,"","F",83,11.4,15.2,NA,NA,"Private","P5",525931,0,"",6,2,NA,NA,NA
"1067",8,1,"Homer",2009,12,"","M",72,7.2,9.6,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1068",8,2,"Homer",2009,10,"","M",84,11.9,15.8,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1069",8,3,"Homer",2009,20,"","M",83,11.4,15.2,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1070",8,4,"Homer",2009,NA,"","M",70,6.6,8.8,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1071",8,5,"Homer",2009,NA,"","M",69,6.3,8.4,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1072",8,6,"Homer",2009,NA,"","F",68,6,8,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1073",8,7,"Homer",2009,NA,"","F",67,5.7,7.6,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1074",8,8,"Homer",2009,NA,"","F",72,7.2,9.6,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1075",8,9,"Homer",2009,9,"","F",73,7.5,10,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1076",8,10,"Homer",2009,9,"","F",77,9,11.9,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1077",8,11,"Homer",2009,NA,"","F",77,9,11.9,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1078",8,12,"Homer",2009,NA,"","F",69,6.3,8.4,NA,NA,"HomCSea","SILVER FOX 1",515907,1,"",6,6,NA,NA,NA
"1079",8,13,"Homer",2009,NA,"","F",139,60.7,80.8,NA,NA,"Private","P1",515939,0,"",6,6,NA,NA,NA
"1080",8,14,"Homer",2009,NA,"","F",76,8.6,11.4,NA,NA,"Private","P1",515939,0,"",6,6,NA,NA,NA
"1081",8,15,"Homer",2009,NA,"","F",92,16,21.2,NA,NA,"Private","P1",515939,0,"",6,6,NA,NA,NA
"1082",8,16,"Homer",2009,NA,"","F",102,22.3,29.6,NA,NA,"Private","P1",515939,0,"",6,6,NA,NA,NA
"1083",8,17,"Homer",2009,15,"","M",94,17.1,22.7,NA,NA,"Private","P2",515936,0,"",6,6,NA,NA,NA
"1084",8,18,"Homer",2009,NA,"","F",71,6.9,9.2,NA,NA,"Private","P2",515936,0,"",6,6,NA,NA,NA
"1085",8,19,"Homer",2009,NA,"","F",88,13.8,18.4,NA,NA,"Private","P2",515936,0,"",6,6,NA,NA,NA
"1086",8,20,"Homer",2009,NA,"","F",72,7.2,9.6,NA,NA,"Private","P2",515936,0,"",6,6,NA,NA,NA
"1087",8,21,"Homer",2009,NA,"","F",79,9.7,13,NA,NA,"Private","P2",515936,0,"",6,6,NA,NA,NA
"1088",8,22,"Homer",2009,NA,"","F",125,43.1,57.3,NA,NA,"Private","P2",515936,0,"",6,6,NA,NA,NA
"1089",8,23,"Homer",2009,NA,"","F",100,20.9,27.8,NA,NA,"Private","P2",515936,0,"",6,6,NA,NA,NA
"1090",8,24,"Homer",2009,NA,"","F",88,13.8,18.4,NA,NA,"Private","P2",515936,0,"",6,6,NA,NA,NA
"1091",8,25,"Homer",2009,7,"","F",80,10.1,13.5,NA,NA,"Private","P2",515936,0,"",6,6,NA,NA,NA
"1092",8,26,"Homer",2009,NA,"","M",74,7.9,10.5,NA,NA,"Private","P3",515936,0,"",6,6,NA,NA,NA
"1093",8,27,"Homer",2009,NA,"","M",73,7.5,10,NA,NA,"Private","P3",515936,0,"",6,6,NA,NA,NA
"1094",8,28,"Homer",2009,NA,"","M",77,9,11.9,NA,NA,"Private","P3",515936,0,"",6,6,NA,NA,NA
"1095",8,29,"Homer",2009,NA,"","F",75,8.2,10.9,NA,NA,"Private","P3",515936,0,"",6,6,NA,NA,NA
"1096",8,30,"Homer",2009,NA,"","F",81,10.6,14,NA,NA,"Private","P3",515936,0,"",6,6,NA,NA,NA
"1097",8,31,"Homer",2009,9,"","F",74,7.9,10.5,NA,NA,"Private","P3",515936,0,"",6,6,NA,NA,NA
"1098",9,1,"Homer",2009,NA,"","M",74,7.9,10.5,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1099",9,2,"Homer",2009,10,"","M",71,6.9,9.2,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1100",9,3,"Homer",2009,10,"","M",77,9,11.9,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1101",9,4,"Homer",2009,16,"","M",84,11.9,15.8,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1102",9,5,"Homer",2009,13,"","M",78,9.3,12.4,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1103",9,6,"Homer",2009,11,"","M",71,6.9,9.2,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1104",9,7,"Homer",2009,NA,"","M",74,7.9,10.5,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1105",9,8,"Homer",2009,NA,"","M",82,11,14.6,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1106",9,9,"Homer",2009,NA,"","M",78,9.3,12.4,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1107",9,10,"Homer",2009,10,"","M",69,6.3,8.4,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1108",9,11,"Homer",2009,NA,"","M",76,8.6,11.4,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1109",9,12,"Homer",2009,7,"","M",63,4.7,6.2,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1110",9,13,"Homer",2009,NA,"I","M",70,6.6,8.8,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1111",9,14,"Homer",2009,NA,"","M",77,9,11.9,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1112",9,15,"Homer",2009,10,"","M",79,9.7,13,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1113",9,16,"Homer",2009,8,"","M",72,7.2,9.6,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1114",9,17,"Homer",2009,9,"","F",77,9,11.9,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1115",9,18,"Homer",2009,7,"","F",69,6.3,8.4,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1116",9,19,"Homer",2009,9,"","F",76,8.6,11.4,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1117",9,20,"Homer",2009,7,"","F",75,8.2,10.9,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1118",9,21,"Homer",2009,10,"","F",77,9,11.9,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1119",9,22,"Homer",2009,10,"","F",79,9.7,13,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1120",9,23,"Homer",2009,7,"","F",82,11,14.6,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1121",9,24,"Homer",2009,10,"","F",80,10.1,13.5,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1122",9,25,"Homer",2009,NA,"","F",72,7.2,9.6,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1123",9,26,"Homer",2009,NA,"","F",78,9.3,12.4,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1124",9,27,"Homer",2009,9,"","F",78,9.3,12.4,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1125",9,28,"Homer",2009,NA,"","F",73,7.5,10,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1126",9,29,"Homer",2009,12,"","F",87,13.3,17.7,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1127",9,30,"Homer",2009,NA,"","F",68,6,8,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1128",9,31,"Homer",2009,10,"","F",77,9,11.9,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1129",9,32,"Homer",2009,NA,"","F",84,11.9,15.8,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1130",9,33,"Homer",2009,8,"","F",72,7.2,9.6,NA,NA,"HomCSea","IRISH",515937,1,"",6,8,NA,NA,NA
"1131",9,34,"Homer",2009,NA,"","F",85,12.3,16.4,NA,NA,"Private","P1",525931,0,"",6,8,NA,NA,NA
"1132",9,35,"Homer",2009,NA,"","F",92,16,21.2,NA,NA,"Private","P1",525931,0,"",6,8,NA,NA,NA
"1133",9,36,"Homer",2009,NA,"","F",119,36.7,48.8,NA,NA,"Private","P1",525931,0,"",6,8,NA,NA,NA
"1134",9,37,"Homer",2009,NA,"","F",80,10.1,13.5,NA,NA,"Private","P1",525931,0,"",6,8,NA,NA,NA
"1135",9,38,"Homer",2009,7,"","F",82,11,14.6,NA,NA,"Private","P1",525931,0,"",6,8,NA,NA,NA
"1136",9,39,"Homer",2009,NA,"","F",83,11.4,15.2,NA,NA,"Private","P1",525931,0,"",6,8,NA,NA,NA
"1137",9,40,"Homer",2009,NA,"","F",69,6.3,8.4,NA,NA,"Private","P2",525931,0,"",6,8,NA,NA,NA
"1138",9,41,"Homer",2009,7,"","F",76,8.6,11.4,NA,NA,"Private","P2",525931,0,"",6,8,NA,NA,NA
"1139",9,42,"Homer",2009,10,"","F",93,16.5,22,NA,NA,"Private","P2",525931,0,"",6,8,NA,NA,NA
"1140",9,43,"Homer",2009,7,"","F",86,12.8,17.1,NA,NA,"Private","P2",525931,0,"",6,8,NA,NA,NA
"1141",10,1,"Homer",2009,NA,"","F",142,65.1,86.6,NA,NA,"Private","P1",525902,0,"",6,10,NA,NA,NA
"1142",10,2,"Homer",2009,19,"","M",92,16,21.2,NA,NA,"Private","P1",525902,0,"",6,10,NA,NA,NA
"1143",10,3,"Homer",2009,14,"","M",86,12.8,17.1,NA,NA,"Private","P1",525902,0,"",6,10,NA,NA,NA
"1144",10,4,"Homer",2009,NA,"","M",98,19.6,26,NA,NA,"Private","P1",525902,0,"",6,10,NA,NA,NA
"1145",10,5,"Homer",2009,NA,"","M",94,17.1,22.7,NA,NA,"Private","P1",525902,0,"",6,10,NA,NA,NA
"1146",10,6,"Homer",2009,NA,"","F",83,11.4,15.2,NA,NA,"Private","P1",525902,0,"",6,10,NA,NA,NA
"1147",10,7,"Homer",2009,12,"","F",84,11.9,15.8,NA,NA,"Private","P1",525902,0,"",6,10,NA,NA,NA
"1148",10,8,"Homer",2009,11,"","F",85,12.3,16.4,NA,NA,"Private","P1",525902,0,"",6,10,NA,NA,NA
"1149",10,9,"Homer",2009,11,"","F",92,16,21.2,NA,NA,"Private","P1",525902,0,"",6,10,NA,NA,NA
"1150",10,10,"Homer",2009,8,"","F",97,18.9,25.2,NA,NA,"Private","P2",515932,0,"",6,10,NA,NA,NA
"1151",10,11,"Homer",2009,NA,"","F",103,23,30.6,NA,NA,"HomCPort","HUNTRESS",515905,0,"",6,10,NA,NA,NA
"1152",10,12,"Homer",2009,NA,"","F",152,81.2,107.9,NA,NA,"HomCPort","HUNTRESS",515905,0,"",6,10,NA,NA,NA
"1153",10,13,"Homer",2009,12,"","F",100,20.9,27.8,NA,NA,"HomCPort","HUNTRESS",515905,0,"",6,10,NA,NA,NA
"1154",10,14,"Homer",2009,NA,"","F",114,32,42.5,NA,NA,"HomCPort","HUNTRESS",515905,0,"",6,10,NA,NA,NA
"1155",10,15,"Homer",2009,NA,"","F",108,26.8,35.7,NA,NA,"HomCPort","HUNTRESS",515905,0,"",6,10,NA,NA,NA
"1156",10,16,"Homer",2009,NA,"","F",93,16.5,22,NA,NA,"Private","P1",525902,0,"",6,10,NA,NA,NA
"1157",10,17,"Homer",2009,NA,"","F",116,33.8,45,NA,NA,"HomCPort","HUNTRESS",515905,0,"",6,10,NA,NA,NA
"1158",10,18,"Homer",2009,NA,"","F",98,19.6,26,NA,NA,"HomCPort","HUNTRESS",515905,0,"",6,10,NA,NA,NA
"1159",10,19,"Homer",2009,NA,"","F",100,20.9,27.8,NA,NA,"HomCPort","HUNTRESS",515905,0,"",6,10,NA,NA,NA
"1160",10,20,"Homer",2009,NA,"","F",105,24.5,32.6,NA,NA,"HomCPort","HUNTRESS",515905,0,"",6,10,NA,NA,NA
"1161",11,1,"Homer",2009,NA,"","F",66,5.4,7.2,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1162",11,2,"Homer",2009,NA,"","F",85,12.3,16.4,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1163",11,3,"Homer",2009,NA,"","F",84,11.9,15.8,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1164",11,4,"Homer",2009,NA,"","F",91,15.4,20.5,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1165",11,5,"Homer",2009,NA,"","F",121,38.8,51.6,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1166",11,6,"Homer",2009,NA,"","F",85,12.3,16.4,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1167",11,7,"Homer",2009,NA,"","F",87,13.3,17.7,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1168",11,8,"Homer",2009,NA,"","F",78,9.3,12.4,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1169",11,9,"Homer",2009,7,"","F",81,10.6,14,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1170",11,10,"Homer",2009,NA,"","F",70,6.6,8.8,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1171",11,11,"Homer",2009,NA,"","M",69,6.3,8.4,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1172",11,12,"Homer",2009,NA,"","F",66,5.4,7.2,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1173",11,13,"Homer",2009,NA,"","M",68,6,8,NA,NA,"Private","P1",515936,0,"",6,11,NA,NA,NA
"1174",12,1,"Homer",2009,NA,"","F",85,12.3,16.4,NA,NA,"Private","P2",525902,0,"",6,15,NA,NA,NA
"1175",12,2,"Homer",2009,NA,"","F",80,10.1,13.5,NA,NA,"Private","P2",525902,0,"",6,15,NA,NA,NA
"1176",12,3,"Homer",2009,10,"","F",87,13.3,17.7,NA,NA,"Private","P2",525902,0,"",6,15,NA,NA,NA
"1177",12,4,"Homer",2009,NA,"","F",87,13.3,17.7,NA,NA,"Private","P2",525902,0,"",6,15,NA,NA,NA
"1178",12,5,"Homer",2009,10,"","F",80,10.1,13.5,NA,NA,"Private","P2",525902,0,"",6,15,NA,NA,NA
"1179",12,6,"Homer",2009,NA,"","F",88,13.8,18.4,NA,NA,"Private","P2",525902,0,"",6,15,NA,NA,NA
"1180",12,7,"Homer",2009,NA,"","F",76,8.6,11.4,NA,NA,"Private","P2",525902,0,"",6,15,NA,NA,NA
"1181",12,8,"Homer",2009,NA,"","F",79,9.7,13,NA,NA,"Private","P2",525902,0,"",6,15,NA,NA,NA
"1182",12,9,"Homer",2009,NA,"","F",78,9.3,12.4,NA,NA,"Private","P2",525902,0,"",6,15,NA,NA,NA
"1183",12,10,"Homer",2009,NA,"","F",80,10.1,13.5,NA,NA,"Private","P2",525902,0,"",6,15,NA,NA,NA
"1184",12,11,"Homer",2009,NA,"","M",89,14.3,19.1,NA,NA,"Private","P3",525931,0,"",6,15,NA,NA,NA
"1185",12,12,"Homer",2009,10,"","F",81,10.6,14,NA,NA,"Private","P3",525931,0,"",6,15,NA,NA,NA
"1186",12,13,"Homer",2009,NA,"","F",96,18.3,24.4,NA,NA,"Private","P3",525931,0,"",6,15,NA,NA,NA
"1187",12,14,"Homer",2009,NA,"","F",96,18.3,24.4,NA,NA,"Private","P3",525931,0,"",6,15,NA,NA,NA
"1188",12,15,"Homer",2009,12,"","M",83,11.4,15.2,NA,NA,"HomCPort","4%",515907,0,"",6,15,NA,NA,NA
"1189",12,16,"Homer",2009,9,"","F",86,12.8,17.1,NA,NA,"HomCPort","4%",515907,0,"",6,15,NA,NA,NA
"1190",12,17,"Homer",2009,NA,"","F",95,17.7,23.5,NA,NA,"HomCPort","4%",515907,0,"",6,15,NA,NA,NA
"1191",12,18,"Homer",2009,NA,"","F",109,27.6,36.8,NA,NA,"HomCPort","4%",515907,0,"",6,15,NA,NA,NA
"1192",12,19,"Homer",2009,NA,"","F",97,18.9,25.2,NA,NA,"HomCPort","4%",515907,0,"",6,15,NA,NA,NA
"1193",12,20,"Homer",2009,NA,"","F",84,11.9,15.8,NA,NA,"HomCPort","4%",515907,0,"",6,15,NA,NA,NA
"1194",13,1,"Homer",2009,NA,"","F",82,11,14.6,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1195",13,2,"Homer",2009,NA,"","F",90,14.9,19.8,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1196",13,3,"Homer",2009,NA,"","F",98,19.6,26,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1197",13,4,"Homer",2009,NA,"","F",93,16.5,22,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1198",13,5,"Homer",2009,NA,"","F",89,14.3,19.1,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1199",13,6,"Homer",2009,NA,"","F",97,18.9,25.2,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1200",13,7,"Homer",2009,NA,"","F",88,13.8,18.4,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1201",13,8,"Homer",2009,NA,"","F",91,15.4,20.5,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1202",13,9,"Homer",2009,NA,"","M",95,17.7,23.5,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1203",13,10,"Homer",2009,NA,"","M",94,17.1,22.7,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1204",13,11,"Homer",2009,NA,"","M",89,14.3,19.1,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1205",13,12,"Homer",2009,14,"","F",NA,NA,NA,NA,NA,"HomCPort","WILD THING",515906,0,"",6,17,NA,NA,NA
"1206",13,13,"Homer",2009,NA,"","F",111,29.3,39,NA,NA,"HomCPort","BELLE ISLE",515906,0,"",6,17,NA,NA,NA
"1207",13,14,"Homer",2009,12,"","F",153,82.9,110.3,NA,NA,"HomCPort","BELLE ISLE",515906,0,"",6,17,NA,NA,NA
"1208",13,15,"Homer",2009,NA,"","F",96,18.3,24.4,NA,NA,"HomCPort","BELLE ISLE",515906,0,"",6,17,NA,NA,NA
