"","AREA","SITE","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","STATAREA","PORT","USER"
"861",10,2,2006,8,13,18,5,130,"F",111,14,9,NA,1,486001,"Whittier","Private"
"862",10,2,2006,8,13,18,6,130,"F",108,14,9,NA,2,486001,"Whittier","Private"
"863",10,2,2006,8,13,18,7,130,"F",94,NA,9,NA,2,476032,"Whittier","Charter"
"864",10,2,2006,8,14,19,1,130,"F",107,12,10,NA,1,486001,"Whittier","Charter"
"865",10,2,2006,8,14,19,2,130,"F",115,16,15,NA,2,486001,"Whittier","Charter"
"866",10,2,2006,8,14,19,3,130,"M",99,10,10,11,1,486001,"Whittier","Charter"
"867",10,2,2006,8,14,19,4,130,"F",100,10,9,NA,2,486001,"Whittier","Charter"
"868",10,2,2006,8,16,20,1,130,"F",110,11,10,NA,1,476003,"Whittier","Charter"
"869",10,2,2006,8,16,20,2,130,"F",121,16.5,13,NA,2,476003,"Whittier","Charter"
"870",10,2,2006,8,17,21,1,130,"F",92,8.5,13,NA,2,476007,"Whittier","Private"
"871",10,2,2006,8,17,21,2,130,"F",95,7,7,7,2,476007,"Whittier","Private"
"872",10,2,2006,8,17,21,3,130,"M",92,8,7,NA,2,476007,"Whittier","Private"
"873",10,2,2006,8,21,22,1,130,"F",118,16.5,13,NA,1,486001,"Whittier","Charter"
"874",10,2,2006,8,23,23,1,130,"F",97,12.5,9,NA,2,485932,"Whittier","Private"
"875",10,2,2006,8,23,23,2,130,"M",90,9,9,NA,2,485932,"Whittier","Private"
"876",10,2,2006,8,23,23,3,130,"M",100,NA,14,14,2,485932,"Whittier","Private"
"877",10,2,2006,8,23,23,4,130,"M",93,10.5,10,NA,2,485932,"Whittier","Private"
"878",10,2,2006,8,23,23,5,130,"F",128,22.2,17,NA,2,485932,"Whittier","Private"
"879",10,2,2006,8,23,23,6,130,"M",95,12,22,NA,2,485932,"Whittier","Private"
"880",10,2,2006,8,23,23,7,130,"M",91,9.5,9,NA,2,485932,"Whittier","Private"
"881",10,2,2006,8,27,24,1,130,"F",122,17.5,16,16,2,476003,"Whittier","Charter"
"882",10,2,2006,8,27,24,2,130,"M",93,10,9,NA,2,476003,"Whittier","Charter"
"883",10,2,2006,8,27,24,3,130,"F",107,13,10,NA,3,475934,"Whittier","Private"
"884",10,2,2006,8,27,24,4,130,"F",99,10,9,NA,2,476003,"Whittier","Private"
"885",10,2,2006,8,28,25,1,130,"F",112,14.5,12,NA,1,476003,"Whittier","Charter"
"886",10,2,2006,9,3,26,1,130,"F",120,22,14,14,2,476003,"Whittier","Charter"
"887",10,2,2006,9,3,26,2,130,"F",123,19,16,NA,2,476003,"Whittier","Charter"
"888",10,2,2006,9,3,26,3,130,"F",128,22.5,17,NA,2,476003,"Whittier","Charter"
"889",10,2,2006,9,3,26,4,130,"M",100,12,19,NA,2,476003,"Whittier","Charter"
"890",10,2,2006,9,3,26,5,130,"F",NA,24.5,17,NA,2,476003,"Whittier","Charter"
"891",10,2,2006,9,3,26,6,130,"F",113,12.5,14,13,2,476003,"Whittier","Charter"
