"PORT","SUB","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","...18","YEAR","MONTH","DAY","COMMENTS"
"CCI",2,130,2007-07-02,1,1,"M",94,9.5,10,11,1,,"C","GAME FISHER",525931,,2007,7,2,
"CCI",2,130,2007-08-27,2,1,"F",95,7.5,8,,2,,"C","GHOST",515903,,2007,8,27,
"CCI",2,130,2007-08-27,2,2,"F",99,7,8,,2,,"C","GHOST",515903,,2007,8,27,
"CCI",2,130,2007-08-27,2,3,"F",134,23.5,17,,2,,"C","GHOST",515903,,2007,8,27,
"CCI",2,130,2007-08-27,2,4,"F",104,11,7,,2,,"C","GHOST",515903,,2007,8,27,"not finrays 4-8, couldn't tell exactly which ones because of bad fillet job"
"CCI",2,130,2007-08-27,2,5,"M",98,8,12,12,2,,"C","GHOST",515903,,2007,8,27,
"CCI",2,130,2007-08-27,2,6,"M",88,7,9,,2,,"C","GHOST",515903,,2007,8,27,
"CCI",2,130,2007-08-27,2,7,"M",94,6,12,,2,,"C","GHOST",515903,,2007,8,27,
"CCI",2,130,2007-08-27,2,8,"M",87,6,9,,2,,"C","GHOST",515903,,2007,8,27,
"CCI",2,130,2007-08-27,2,9,"M",91,8,9,,3,,"C","GHOST",515903,,2007,8,27,
"CCI",2,130,2007-08-27,2,10,"F",115,15,11,11,2,,"C","GHOST",515903,,2007,8,27,
"CCI",2,130,2007-08-27,2,11,"M",96,8.5,11,,2,,"C","GHOST",515903,,2007,8,27,
"CCI",2,130,2007-08-27,2,12,"M",99,9,9,,2,,"C","GHOST",515903,,2007,8,27,
"Homer",,130,2007-07-01,1,1,"F",127,,18,,2,,"P",,515903,,2007,7,1,
"Homer",,130,2007-07-01,1,2,"F",109,,10,,2,,"P",,515903,,2007,7,1,
"Homer",,130,2007-07-01,1,3,"F",122,,15,,2,,"P",,515903,,2007,7,1,
"Homer",,130,2007-07-01,1,4,"F",101,,8,,2,,"P",,515903,,2007,7,1,
"Homer",,130,2007-07-01,1,5,"M",89,,9,9,1,,"P",,515905,,2007,7,1,
"Homer",,130,2007-07-01,1,6,"M",96,,10,,2,,"P",,515905,,2007,7,1,
"Homer",,130,2007-07-01,1,7,"M",104,,18,,2,,"P",,515905,,2007,7,1,
"Homer",,130,2007-07-01,1,8,"M",95,7,8,,2,,"P",,515905,,2007,7,1,
"Homer",,130,2007-07-01,1,9,"F",92,7,7,,2,,"P",,515905,,2007,7,1,
"Homer",,130,2007-07-01,1,10,"F",94,8,7,7,2,,"P",,515905,,2007,7,1,
"Homer",,130,2007-07-01,1,11,"F",93,8.5,8,,2,,"P",,515905,,2007,7,1,
"Homer",,130,2007-07-01,1,12,"F",98,,8,,2,,"P",,515905,,2007,7,1,
"Homer",,130,2007-07-01,1,13,"F",94,9,7,,2,,"P",,515905,,2007,7,1,
"Homer",,130,2007-07-01,1,14,"F",126,22.5,18,,2,,"P",,515905,,2007,7,1,
"Homer",,130,2007-07-01,1,15,"F",101,,8,8,2,,"P",,515905,,2007,7,1,
"Homer",,130,2007-07-02,2,1,"F",108,,10,,2,,"C","NO PROBLEM",515832,,2007,7,2,
"Homer",,130,2007-07-02,2,2,,97,,8,,2,,"C","NO PROBLEM",515832,,2007,7,2,
"Homer",,130,2007-07-02,2,3,"M",104,14,16,,1,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-02,2,4,"M",103,11.5,22,,1,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-02,2,5,"M",108,14,15,18,1,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-02,2,6,"M",98,10,10,,2,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-02,2,7,"F",97,10,7,,2,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-02,2,8,"F",112,14.5,10,,2,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-02,2,9,"F",116,17,13,,2,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-02,2,10,"F",128,23.5,18,19,1,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-02,2,11,"F",134,24.5,18,,1,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-02,2,12,"F",108,13.5,10,,2,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-02,2,13,"F",108,13,10,,2,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-02,2,14,"F",129,24.5,17,,1,,"C","HUNTRESS",515905,,2007,7,2,
"Homer",,130,2007-07-06,3,1,"F",131,,21,20,1,,"C","KNOT YET",515903,,2007,7,6,
"Homer",,130,2007-07-06,3,2,"F",133,,19,,2,,"C","KNOT YET",515903,,2007,7,6,
"Homer",,130,2007-07-06,3,3,"F",122,19.5,14,,2,,"C","KNOT YET",515903,,2007,7,6,
"Homer",,130,2007-07-08,4,1,"F",110,14.5,10,,1,,"P",,515905,,2007,7,8,
"Homer",,130,2007-07-08,4,2,"F",107,12.5,10,,1,,"P",,515905,,2007,7,8,
"Homer",,130,2007-07-08,4,3,"F",100,10,8,8,2,,"P",,515905,,2007,7,8,
"Homer",,130,2007-07-08,4,4,"F",105,10.5,10,,2,,"P",,515905,,2007,7,8,
"Homer",,130,2007-07-08,4,5,"M",97,,12,,1,,"C","AHSTIKAN",515905,,2007,7,8,
"Homer",,130,2007-07-08,4,6,"M",93,,10,,1,,"C","AHSTIKAN",515905,,2007,7,8,
"Homer",,130,2007-07-08,4,7,"M",107,,,,,"I","C","AHSTIKAN",515905,,2007,7,8,
"Homer",,130,2007-07-08,4,8,"F",124,,16,15,1,,"C","AHSTIKAN",515905,,2007,7,8,
"Homer",,130,2007-07-08,4,9,"F",106,,10,,2,,"C","AHSTIKAN",515905,,2007,7,8,
"Homer",,130,2007-07-08,4,10,"F",132,,20,,1,,"C","AHSTIKAN",515905,,2007,7,8,
"Homer",,130,2007-07-08,4,11,"F",131,,22,,1,,"C","AHSTIKAN",515905,,2007,7,8,
"Homer",,130,2007-07-08,4,12,"F",131,,19,,1,,"C","AHSTIKAN",515905,,2007,7,8,
"Homer",,130,2007-07-08,4,13,"F",122,,13,13,2,,"C","AHSTIKAN",515905,,2007,7,8,
"Homer",,130,2007-07-08,4,14,"F",132,,24,,1,,"C","AHSTIKAN",515905,,2007,7,8,
"Homer",,130,2007-07-15,5,1,"F",108,,10,,2,,"C","COASTAL PREDATOR",525837,,2007,7,15,
"Homer",,130,2007-07-15,5,2,"M",96,9,10,,2,,"C","MEMORY MAKER",515901,,2007,7,15,
"Homer",,130,2007-07-15,5,3,,105,9.5,9,,2,,"C","MEMORY MAKER",515901,,2007,7,15,
"Homer",,130,2007-07-15,5,4,,101,7.5,,,2,"I","C","MEMORY MAKER",515901,,2007,7,15,
"Homer",,130,2007-07-15,5,5,"F",104,9,11,,2,,"C","MEMORY MAKER",515901,,2007,7,15,
"Homer",,130,2007-07-15,5,6,"F",104,9.5,11,,2,,"C","MEMORY MAKER",515901,,2007,7,15,
"Homer",,130,2007-07-15,5,7,"F",106,10,10,,2,,"C","MEMORY MAKER",515901,,2007,7,15,
"Homer",,130,2007-07-15,5,8,"F",95,7,7,,2,,"C","MEMORY MAKER",515901,,2007,7,15,
"Homer",,130,2007-07-15,5,9,"F",110,9.5,11,11,2,,"C","MEMORY MAKER",515901,,2007,7,15,
"Homer",,130,2007-07-15,5,10,"F",107,10,10,,2,,"C","MEMORY MAKER",515901,,2007,7,15,
"Homer",,130,2007-07-16,6,1,"M",89,,10,,2,,"C","FOX 31",525901,,2007,7,16,
"Homer",,130,2007-07-16,6,2,"F",126,23.5,19,,2,,"C","TOMAHAWK II",515901,,2007,7,16,
"Homer",,130,2007-07-16,6,3,"F",122,18,12,,1,,"C","TOMAHAWK II",515901,,2007,7,16,
"Homer",,130,2007-07-16,6,4,"F",134,21,21,22,2,,"C","TOMAHAWK II",515901,,2007,7,16,
"Homer",,130,2007-07-16,6,5,"F",106,10,10,,2,,"C","TOMAHAWK II",515901,,2007,7,16,
"Homer",,130,2007-07-16,6,6,"F",109,10,11,,1,,"C","TOMAHAWK II",515901,,2007,7,16,
"Homer",,130,2007-07-16,6,7,"F",106,10,10,,2,,"C","TOMAHAWK II",515901,,2007,7,16,
"Homer",,130,2007-07-21,7,1,"M",93,7,11,,2,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,2,"M",92,8,8,8,2,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,3,"M",102,10,11,,1,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,4,"M",92,7.5,10,,2,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,5,"M",95,8,14,,1,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,6,"M",89,8,10,,2,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,7,"F",98,8.5,8,8,2,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,8,"F",113,12,12,,2,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,9,"F",90,7,7,,2,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,10,"F",130,22,18,,1,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,11,"F",113,17,10,,2,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,12,"F",108,12,10,10,3,,"C","ARCTIC ENVY",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,13,"F",119,15,15,,1,,"C","SOLITUDE",515905,,2007,7,21,
"Homer",,130,2007-07-21,7,14,"F",104,13,15,,1,,"C","OUTRAGEOUS",515905,,2007,7,21,
"Homer",,130,2007-07-22,8,1,"M",92,,10,,2,,"C","MEMORY MAKER",515901,,2007,7,22,
"Homer",,130,2007-07-22,8,2,"M",96,,9,,1,,"C","MEMORY MAKER",515901,,2007,7,22,
"Homer",,130,2007-07-22,8,3,"F",98,,10,10,2,,"C","MEMORY MAKER",515901,,2007,7,22,
"Homer",,130,2007-07-22,8,4,"F",107,,10,,2,,"C","MEMORY MAKER",515901,,2007,7,22,
"Homer",,130,2007-07-22,8,5,"F",117,,13,,2,,"C","MEMORY MAKER",515901,,2007,7,22,
"Homer",,130,2007-07-22,8,6,"F",132,,19,,2,,"C","MEMORY MAKER",515901,,2007,7,22,
"Homer",,130,2007-07-22,8,7,"F",131,,22,,1,,"C","MEMORY MAKER",515901,,2007,7,22,
"Homer",,130,2007-07-22,8,8,"F",114,,11,12,2,,"C","MEMORY MAKER",515901,,2007,7,22,
"Homer",,130,2007-07-22,8,9,"F",109,,10,,2,,"C","MEMORY MAKER",515901,,2007,7,22,
"Homer",,130,2007-07-22,8,10,"F",109,,11,,2,,"C","MEMORY MAKER",515901,,2007,7,22,
"Homer",,130,2007-07-29,9,1,"M",103,10,18,,1,,"C","4 PERCENT",515903,,2007,7,29,
"Homer",,130,2007-07-29,9,2,"M",103,11.5,,,,"I","C","4 PERCENT",515903,,2007,7,29,
"Homer",,130,2007-07-29,9,3,"M",99,9.5,15,13,1,,"C","4 PERCENT",515903,,2007,7,29,
"Homer",,130,2007-07-29,9,4,"M",102,11,18,,1,,"C","4 PERCENT",515903,,2007,7,29,
"Homer",,130,2007-07-29,9,5,"M",102,10.5,13,,1,,"C","4 PERCENT",515903,,2007,7,29,
"Homer",,130,2007-07-29,9,6,"F",124,23,19,,1,,"C","4 PERCENT",515903,,2007,7,29,
"Homer",,130,2007-07-29,9,7,"M",103,12.5,17,,1,,"C","4 PERCENT",515903,,2007,7,29,
"Homer",,130,2007-07-29,9,8,"M",103,12,11,10,1,,"C","4 PERCENT",515903,,2007,7,29,
"Homer",,130,2007-07-29,9,9,"M",107,13,,,,"I","C","4 PERCENT",515903,,2007,7,29,
"Homer",,130,2007-07-29,9,10,"F",117,12,17,,1,,"C","4 PERCENT",515903,,2007,7,29,
"Homer",,130,2007-07-29,9,11,"F",129,18,17,,1,,"C","BEAR FORCE II",515903,,2007,7,29,
"Homer",,130,2007-08-08,10,1,"M",101,12,15,,1,,"C","HUNTRESS",515903,,2007,8,8,
"Homer",,130,2007-08-08,10,2,"M",101,12,16,16,2,,"C","HUNTRESS",515903,,2007,8,8,
"Homer",,130,2007-08-08,10,3,"M",105,13,14,,1,,"C","HUNTRESS",515903,,2007,8,8,
"Homer",,130,2007-08-08,10,4,"M",93,9.5,10,,2,,"C","HUNTRESS",515903,,2007,8,8,
"Homer",,130,2007-08-08,10,5,"M",101,13,16,,1,,"C","HUNTRESS",515903,,2007,8,8,
"Homer",,130,2007-08-08,10,6,"M",106,14.5,20,,2,,"C","HUNTRESS",515903,,2007,8,8,
"Homer",,130,2007-08-08,10,7,"F",103,11,9,10,2,,"C","HUNTRESS",515903,,2007,8,8,
"Homer",,130,2007-08-08,10,8,"F",96,10,7,,3,,"C","HUNTRESS",515903,,2007,8,8,
"Homer",,130,2007-08-08,10,9,"M",102,,14,,1,,"C","TUFF STUFF",515901,,2007,8,8,"DEC SAMPLE"
"Homer",,130,2007-08-08,10,10,,93,,8,,3,,"C","TUFF STUFF",515901,,2007,8,8,
"Homer",,130,2007-08-08,10,11,"F",121,,15,,2,,"C","TUFF STUFF",515901,,2007,8,8,"DEC SAMPLE"
"Homer",,130,2007-08-08,10,12,"F",136,,17,18,2,,"C","TUFF STUFF",515901,,2007,8,8,"DEC SAMPLE"
"Homer",,130,2007-08-08,10,13,"F",103,,9,,2,,"C","TUFF STUFF",515901,,2007,8,8,"DEC SAMPLE"
"Homer",,130,2007-08-08,10,14,"F",105,,10,,2,,"C","TUFF STUFF",515901,,2007,8,8,
"Homer",,130,2007-08-08,10,15,"F",102,,10,,1,,"C","TUFF STUFF",515901,,2007,8,8,
"Homer",,130,2007-08-08,10,16,"F",106,,10,,2,,"C","TUFF STUFF",515901,,2007,8,8,
"Homer",,130,2007-08-12,11,1,,98,,10,10,2,,"P",,515903,,2007,8,12,
"Homer",,130,2007-08-12,11,2,"M",94,,10,,2,,"P",,515903,,2007,8,12,
"Homer",,130,2007-08-12,11,3,"M",101,,17,,1,,"P",,515903,,2007,8,12,
"Homer",,130,2007-08-12,11,4,"M",90,,10,,2,,"P",,515903,,2007,8,12,
"Homer",,130,2007-08-12,11,5,"M",99,,12,,2,,"P",,515903,,2007,8,12,
"Homer",,130,2007-08-12,11,6,"M",100,,14,14,1,,"P",,515903,,2007,8,12,"DEC SAMPLE"
"Homer",,130,2007-08-12,11,7,"F",126,,14,,2,,"P",,515903,,2007,8,12,"DEC SAMPLE"
"Homer",,130,2007-08-12,11,8,"M",92,,11,,2,,"C","BEAU SOLEIL",515903,,2007,8,12,"DEC SAMPLE"
"Homer",,130,2007-08-12,11,9,"M",92,,10,,2,,"C","BEAU SOLEIL",515903,,2007,8,12,"DEC SAMPLE"
"Homer",,130,2007-08-12,11,10,"M",102,,9,,1,,"C","BELLE ILE",515906,,2007,8,12,"DEC SAMPLE"
