"PORT","SUB","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","...18","...19","YEAR","MONTH","DAY","COMMENTS"
"Kodiak",,130,2013-07-02,1,1,"M",100,,15,,,,"P","P3",525733,,,2013,7,2,
"Kodiak",,130,2013-07-02,1,2,"M",88,,10,,,,"P","P3",525733,,,2013,7,2,
"Kodiak",,130,2013-07-02,1,3,"M",75,,7,,,,"P","P3",525733,,,2013,7,2,
"Kodiak",,130,2013-07-02,1,4,"",93,,9,9,,,"P","P3",525733,,,2013,7,2,
"Kodiak",,130,2013-07-02,1,5,"",110,,15,15,,,"P","P3",525733,,,2013,7,2,
"Kodiak",,130,2013-07-02,1,6,"M",100,,23,23,,,"P","P3",525733,,,2013,7,2,
"Kodiak",,130,2013-07-02,1,7,"M",83,,10,,,,"P","P3",525733,,,2013,7,2,
"Kodiak",,130,2013-07-07,2,1,"M",98,,16,16,,,"P","P1",525733,,,2013,7,7,
"Kodiak",,130,2013-07-07,2,2,"M",91,,18,,,,"P","P1",525733,,,2013,7,7,
"Kodiak",,130,2013-07-07,2,3,"",87,,15,,,,"P","P1",525733,,,2013,7,7,
"Kodiak",,130,2013-07-09,3,1,"F",113,15,13,,,,"P","P2",525733,,,2013,7,9,
"Kodiak",,130,2013-07-13,4,1,"F",89,6.5,8,,,,"C","U RASCAL",525733,,,2013,7,13,
"Kodiak",,130,2013-07-13,4,2,"F",92,8,10,,,,"C","U RASCAL",525733,,,2013,7,13,
"Kodiak",,130,2013-07-13,4,3,"F",73,3.5,10,,,,"C","U RASCAL",525733,,,2013,7,13,
"Kodiak",,130,2013-07-13,4,4,"F",122,21,15,15,,,"C","U RASCAL",525733,,,2013,7,13,
"Kodiak",,130,2013-07-13,4,5,"M",98,10.5,17,,,,"C","REEL FUN",525733,,,2013,7,13,
"Kodiak",,130,2013-07-14,5,1,"M",69,3.5,6,,,,"P","P1",525733,,,2013,7,14,
"Kodiak",,130,2013-07-14,5,2,"F",106,14,14,,,,"P","P1",525733,,,2013,7,14,
"Kodiak",,130,2013-07-14,5,3,"M",91,,15,,,,"P","P1",525733,,,2013,7,14,
"Kodiak",,130,2013-07-14,5,4,"M",92,10.5,15,,,,"P","P1",525733,,,2013,7,14,
"Kodiak",,130,2013-07-14,5,5,"M",81,,8,,,,"P","P4",525733,,,2013,7,14,
"Kodiak",,130,2013-07-15,6,1,"M",84,5.5,10,,,,"C","C DEVIL",515730,"TROPHY 2",525731,2013,7,15,
"Kodiak",,130,2013-07-15,6,2,"M",106,13.5,28,,,,"C","TROPHY 2",525731,,,2013,7,15,
"Kodiak",,130,2013-07-18,7,1,"M",94,8.5,15,14,,,"C","SILVER BULLET",525733,,,2013,7,18,
"Kodiak",,130,2013-07-21,8,1,"M",93,,16,,,,"P","P1",525733,,,2013,7,21,
"Kodiak",,130,2013-07-25,9,1,"F",94,8.5,8,,,,"C","REEL FUN",525733,,,2013,7,25,
"Kodiak",,130,2013-07-25,9,2,"M",82,5.5,9,,,,"C","REEL FUN",525733,,,2013,7,25,
"Kodiak",,130,2013-07-25,9,3,"F",93,8.5,10,10,,,"C","MOON SHADOW",525733,,,2013,7,25,
"Kodiak",,130,2013-07-25,9,4,"M",88,7.5,10,,,,"C","MOON SHADOW",525733,,,2013,7,25,
"Kodiak",,130,2013-07-25,9,5,"M",88,7.5,11,,,,"C","MOON SHADOW",525733,,,2013,7,25,
"Kodiak",,130,2013-07-25,9,6,"F",89,6.5,9,9,,,"C","MOON SHADOW",525733,,,2013,7,25,
"Kodiak",,130,2013-07-27,10,1,"M",79,,10,,,,"P","P2",525733,,,2013,7,27,
"Kodiak",,130,2013-08-01,11,1,"M",92,9.5,25,,,,"C","C DEVIL",525733,,,2013,8,1,
"Kodiak",,130,2013-08-01,11,2,"M",100,10,21,,,,"C","C DEVIL",525733,,,2013,8,1,
"Kodiak",,130,2013-08-05,12,1,"F",100,10,9,,,,"C","REEL FUN",525731,,,2013,8,5,
"Kodiak",,130,2013-08-12,13,1,"M",84,,10,,,,"P","P2",525733,,,2013,8,12,
"Kodiak",,130,2013-08-12,13,2,"M",83,,11,,,,"P","P2",525733,,,2013,8,12,
"Kodiak",,130,2013-08-13,14,1,"F",73,,6,,,,"P","P1",525733,,,2013,8,13,
"Kodiak",,130,2013-08-13,14,2,"M",69,,7,,,,"P","P2",525807,,,2013,8,13,
"Kodiak",,130,2013-08-13,14,3,"F",103,,19,,,,"P","P2",525807,,,2013,8,13,
"Kodiak",,130,2013-08-13,14,4,"M",101,,27,,,,"P","P2",525807,,,2013,8,13,
"Kodiak",,130,2013-08-13,14,5,"F",102,,20,,,,"P","P2",525807,,,2013,8,13,
"Kodiak",,130,2013-08-14,15,1,"M",87,,11,,,,"P","P2",525733,,,2013,8,14,
"Kodiak",,130,2013-08-19,16,1,"F",132,,25,,,,"C","SHEARWATER",525732,,,2013,8,19,
"Kodiak",,130,2013-08-19,16,2,"F",87,,8,,,,"C","SHEARWATER",525732,,,2013,8,19,
"Kodiak",,130,2013-08-19,16,3,"F",95,,15,15,,,"C","SHEARWATER",525732,,,2013,8,19,
"Kodiak",,130,2013-08-19,16,4,"M",82,,8,,,,"C","SHEARWATER",525732,,,2013,8,19,
"Kodiak",,130,2013-08-19,16,5,"M",98,,20,20,,,"C","SHEARWATER",525732,,,2013,8,19,
"Homer",,130,2013-07-01,1,1,"F",100,,17,,,,"P","P3",525901,,,2013,7,1,
"Homer",,130,2013-07-01,1,2,"M",98,,9,,,,"P","P3",525901,,,2013,7,1,
"Homer",,130,2013-07-01,1,3,"M",91,,8,,,,"P","P3",525901,,,2013,7,1,
"Homer",,130,2013-07-01,1,4,"M",102,11,14,14,,,"C","STORM PETREL",515907,,,2013,7,1,
"Homer",,130,2013-07-01,1,5,"M",107,12.5,25,,,,"C","STORM PETREL",515907,,,2013,7,1,
"Homer",,130,2013-07-01,1,6,"M",99,10,14,,,,"C","STORM PETREL",515907,,,2013,7,1,
"Homer",,130,2013-07-05,2,1,"F",113,,12,,,,"P","P1",515903,,,2013,7,5,
"Homer",,130,2013-07-05,2,2,"F",93,,9,,,,"P","P1",515903,,,2013,7,5,
"Homer",,130,2013-07-05,2,3,"F",100,,9,,,,"P","P1",515903,,,2013,7,5,
"Homer",,130,2013-07-05,2,4,"F",100,,11,11,,,"P","P1",515903,,,2013,7,5,
"Homer",,130,2013-07-05,2,5,"M",108,,12,13,,,"P","P1",515903,,,2013,7,5,
"Homer",,130,2013-07-05,2,6,"M",105,,12,12,,,"P","P1",515903,,,2013,7,5,
"Homer",,130,2013-07-05,2,7,"M",102,,12,,,,"P","P1",515903,,,2013,7,5,
"Homer",,130,2013-07-07,3,1,"M",98,,14,14,,,"C","STORM PETREL",515905,,,2013,7,7,"updated with stat 8/11"
"Homer",,130,2013-07-07,3,2,"F",94,,9,,,,"C","STORM PETREL",515905,,,2013,7,7,"updated with stat 8/11"
"Homer",,130,2013-07-07,3,3,"F",94,,9,,,,"C","STORM PETREL",515905,,,2013,7,7,"updated with stat 8/11"
"Homer",,130,2013-07-07,3,4,"F",96,,10,,,,"C","STORM PETREL",515905,,,2013,7,7,"updated with stat 8/11"
"Homer",,130,2013-07-07,3,5,"F",92,,8,,,,"C","STORM PETREL",515905,,,2013,7,7,"updated with stat 8/11"
"Homer",,130,2013-07-07,3,6,"F",89,,7,,,,"C","STORM PETREL",515905,,,2013,7,7,"updated with stat 8/11"
"Homer",,130,2013-07-07,3,7,"F",100,,10,,,,"C","STORM PETREL",515905,,,2013,7,7,"updated with stat 8/11"
"Homer",,130,2013-07-08,4,1,"M",96,,13,,,,"C","FRINGE BENEFIT",515906,,,2013,7,8,
"Homer",,130,2013-07-08,4,2,"M",94,,9,,,,"C","WILD THING",515903,,,2013,7,8,"updated with stat 8/11"
"Homer",,130,2013-07-08,4,3,"M",92,,12,,,,"C","WILD THING",515903,,,2013,7,8,"updated with stat 8/11"
"Homer",,130,2013-07-09,5,1,"F",92,,9,,,,"C","OPTIMIST",515903,,,2013,7,9,
"Homer",,130,2013-07-09,5,2,"M",92,,11,,,,"C","OPTIMIST",515903,,,2013,7,9,
"Homer",,130,2013-07-09,5,3,"F",93,,8,,,,"C","OPTIMIST",515903,,,2013,7,9,
"Homer",,130,2013-07-09,5,4,"F",89,,8,8,,,"C","OPTIMIST",515903,,,2013,7,9,
"Homer",,130,2013-07-09,5,5,"M",95,,17,,,,"C","OPTIMIST",515903,,,2013,7,9,
"Homer",,130,2013-07-09,5,6,"F",94,,9,,,,"C","OPTIMIST",515903,,,2013,7,9,
"Homer",,130,2013-07-09,5,7,"F",113,,14,,,,"C","OPTIMIST",515903,,,2013,7,9,
"Homer",,130,2013-07-09,5,8,"F",124,,17,,,,"C","OPTIMIST",515903,,,2013,7,9,
"Homer",,130,2013-07-09,5,9,"F",111,,15,,,,"C","OPTIMIST",515903,,,2013,7,9,
"Homer",,130,2013-07-09,5,10,"F",125,,19,,,,"C","OPTIMIST",515903,,,2013,7,9,
"Homer",,130,2013-07-10,6,1,"F",115,,16,,,,"C","STORM PETREL",515903,,,2013,7,10,
"Homer",,130,2013-07-10,6,2,"F",99,,9,9,,,"C","STORM PETREL",515903,,,2013,7,10,
"Homer",,130,2013-07-10,6,3,"F",116,,17,,,,"C","STORM PETREL",515903,,,2013,7,10,
"Homer",,130,2013-07-10,6,4,"F",93,,9,,,,"C","STORM PETREL",515903,,,2013,7,10,
"Homer",,130,2013-07-10,6,5,"F",109,,11,,,,"C","STORM PETREL",515903,,,2013,7,10,
"Homer",,130,2013-07-10,6,6,"F",123,,16,,,,"C","STORM PETREL",515903,,,2013,7,10,
"Homer",,130,2013-07-10,6,7,"F",129,,21,21,,,"C","STORM PETREL",515903,,,2013,7,10,
"Homer",,130,2013-07-11,7,1,"F",114,,13,,,,"C","BEAR FORCE I",515931,,,2013,7,11,"updated stat 7/28"
"Homer",,130,2013-07-11,7,2,"F",93,,9,,,,"C","BEAR FORCE II",515931,,,2013,7,11,"updated stat 7/28"
"Homer",,130,2013-07-11,7,3,"F",98,,9,,,,"C","BEAR FORCE II",515931,,,2013,7,11,"updated stat 7/28"
"Homer",,130,2013-07-11,7,4,"F",100,,9,,,,"C","BEAR FORCE II",515931,,,2013,7,11,"updated stat 7/28"
"Homer",,130,2013-07-11,7,5,"F",94,,8,9,,,"C","BEAR FORCE II",515931,,,2013,7,11,"updated stat 7/28"
"Homer",,130,2013-07-11,7,6,"F",101,,10,,,,"C","BEAR FORCE II",515931,,,2013,7,11,"updated stat 7/28"
"Homer",,130,2013-07-11,7,7,"F",114,,14,,,,"C","BEAR FORCE II",515931,,,2013,7,11,"updated stat 7/28"
"Homer",,130,2013-07-11,7,8,"F",114,,15,,,,"C","BEAR FORCE II",515931,,,2013,7,11,"updated stat 7/28"
"Homer",,130,2013-07-11,7,9,"F",106,,13,13,,,"C","BEAR FORCE II",515931,,,2013,7,11,"updated stat 7/28"
"Homer",,130,2013-07-14,8,1,"F",123,,16,,,,"P","P1",515832,,,2013,7,14,
"Homer",,130,2013-07-14,8,2,"F",100,,9,,,,"P","P1",515832,,,2013,7,14,
"Homer",,130,2013-07-14,8,3,"F",114,,14,,,,"P","P1",515832,,,2013,7,14,
"Homer",,130,2013-07-14,8,4,"F",122,,15,,,,"P","P1",515832,,,2013,7,14,
"Homer",,130,2013-07-14,8,5,"F",110,,14,,,,"P","P1",515832,,,2013,7,14,
"Homer",,130,2013-07-14,8,6,"F",107,,11,,,,"P","P1",515832,,,2013,7,14,
"Homer",,130,2013-07-14,8,7,"F",122,,16,,,,"P","P1",515832,,,2013,7,14,
"Homer",,130,2013-07-14,8,8,"M",106,,11,,,,"P","P1",515832,,,2013,7,14,
"Homer",,130,2013-07-15,9,1,"F",120,,15,,,,"C","OCEAN HUNTER",515904,,,2013,7,15,
"Homer",,130,2013-07-15,9,2,"M",100,,16,17,,,"C","OCEAN HUNTER",515904,,,2013,7,15,
"Homer",,130,2013-07-15,9,3,"F",107,,10,,,,"C","OCEAN HUNTER",515904,,,2013,7,15,
"Homer",,130,2013-07-15,9,4,"M",121,,13,,,,"C","OCEAN HUNTER",515904,,,2013,7,15,
"Homer",,130,2013-07-15,9,5,"F",94,,8,,,,"C","OCEAN HUNTER",515904,,,2013,7,15,
"Homer",,130,2013-07-15,9,6,"F",107,,13,,,,"C","OCEAN HUNTER",515904,,,2013,7,15,
"Homer",,130,2013-07-16,10,1,"F",137,,20,,,,"C","FRINGE BENEFIT",515904,,,2013,7,16,"updated with stat on 8/11"
"Homer",,130,2013-07-16,10,2,"F",133,,25,,,,"C","FRINGE BENEFIT",515904,,,2013,7,16,"updated with stat on 8/11"
"Homer",,130,2013-07-16,10,3,"F",120,,16,,,,"C","FRINGE BENEFIT",515904,,,2013,7,16,"updated with stat on 8/11"
"Homer",,130,2013-07-16,10,4,"F",110,,11,,,,"C","FRINGE BENEFIT",515904,,,2013,7,16,"updated with stat on 8/11"
"Homer",,130,2013-07-16,10,5,"F",108,,15,14,,,"C","FRINGE BENEFIT",515904,,,2013,7,16,"updated with stat on 8/11"
"Homer",,130,2013-07-16,10,6,"F",126,,21,,,,"C","FRINGE BENEFIT",515904,,,2013,7,16,"updated with stat on 8/11"
"Homer",,130,2013-07-23,11,1,"F",94,,10,11,,,"C","DAZE OFF",515831,,,2013,7,23,"updated stat on 7/28"
"Homer",,130,2013-07-23,11,2,"F",90,,9,9,,,"C","DAZE OFF",515831,,,2013,7,23,"updated stat on 7/28"
"Homer",,130,2013-07-23,11,3,"F",126,,,,,,"C","DAZE OFF",515831,,,2013,7,23,"NO FINRAY, updated stat on 7/28"
"Homer",,130,2013-07-23,11,4,"M",119,,16,,,,"C","DAZE OFF",515831,,,2013,7,23,"updated stat on 7/28"
"Homer",,130,2013-07-23,11,5,"F",121,,24,,,,"C","DAZE OFF",515831,,,2013,7,23,"updated stat on 7/28"
"Homer",,130,2013-07-23,11,6,"F",115,,17,,,,"C","DAZE OFF",515831,,,2013,7,23,"updated stat on 7/28"
"Homer",,130,2013-07-23,11,7,"F",118,,16,,,,"C","DAZE OFF",515831,,,2013,7,23,"updated stat on 7/28"
"Homer",,130,2013-07-23,11,8,"M",111,,12,,,,"C","DAZE OFF",515831,,,2013,7,23,"updated stat on 7/28"
"Homer",,130,2013-07-24,12,1,"F",115,,14,,,,"C","OCEAN HUNTER",515904,,,2013,7,24,
"Homer",,130,2013-07-24,12,2,"F",126,,16,16,,,"C","OCEAN HUNTER",515904,,,2013,7,24,
"Homer",,130,2013-07-24,12,3,"F",105,,10,,,,"C","OCEAN HUNTER",515904,,,2013,7,24,
"Homer",,130,2013-07-24,12,4,"M",97,,10,10,,,"C","OCEAN HUNTER",515904,,,2013,7,24,
"Homer",,130,2013-07-25,13,1,"M",91,,9,,,,"P","P8",515903,,,2013,7,25,
"Homer",,130,2013-07-25,13,2,"F",91,,9,,,,"P","P8",515903,,,2013,7,25,
"Homer",,130,2013-07-25,13,3,"F",103,,10,,,,"P","P8",515903,,,2013,7,25,
"Homer",,130,2013-07-27,14,1,"F",113,,16,16,,,"C","STORM PETREL",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,2,"F",93,,8,9,,,"C","STORM PETREL",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,3,"F",97,,10,10,,,"C","STORM PETREL",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,4,"F",107,,14,,,,"C","STORM PETREL",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,5,"F",103,,10,,,,"C","STORM PETREL",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,6,"",91,,10,,,,"C","STORM PETREL",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,7,"F",123,,18,21,,,"C","FRINGE BENEFIT",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,8,"F",98,,10,,,,"C","FRINGE BENEFIT",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,9,"F",118,,16,,,,"C","FRINGE BENEFIT",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,10,"F",112,,14,,,,"C","FRINGE BENEFIT",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,11,"F",111,,15,,,,"C","FRINGE BENEFIT",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,12,"F",110,,13,,,,"C","FRINGE BENEFIT",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,13,"F",118,,14,,,,"C","FRINGE BENEFIT",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,14,"M",93,,14,,,,"C","FRINGE BENEFIT",515832,,,2013,7,27,
"Homer",,130,2013-07-27,14,15,"F",118,,16,16,,,"C","TOMAHAWK II",515906,,,2013,7,27,
"Homer",,130,2013-07-27,14,16,"M",92,,12,,,,"C","GRANDE ALEUTIAN",515903,,,2013,7,27,
"Homer",,130,2013-08-05,15,1,"F",91,,10,10,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,2,"F",89,,9,,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,3,"F",94,,9,,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,4,"F",127,,18,,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,5,"F",115,,14,14,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,6,"F",97,,11,,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,7,"F",101,,10,,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,8,"F",99,,9,,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,9,"F",94,,10,,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,10,"F",103,,9,,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,11,"M",93,,13,,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,12,"M",89,,9,,,,"C","BEAR FORCE I",515831,,,2013,8,5,
"Homer",,130,2013-08-05,15,13,"F",125,,15,,,,"C","FRINGE BENEFIT",515901,,,2013,8,5,
"Homer",,130,2013-08-05,15,14,"F",95,,10,,,,"C","FRINGE BENEFIT",515901,,,2013,8,5,
"Homer",,130,2013-08-05,15,15,"M",94,,14,,,,"C","FRINGE BENEFIT",515901,,,2013,8,5,
"Homer",,130,2013-08-05,15,16,"F",95,,7,,,,"C","STORM PETREL",515901,,,2013,8,5,
"Homer",,130,2013-08-05,15,17,"F",100,,10,10,,,"C","STORM PETREL",515901,,,2013,8,5,
"Homer",,130,2013-08-05,15,18,"F",107,,15,15,,,"C","STORM PETREL",515901,,,2013,8,5,
"Homer",,130,2013-08-05,15,19,"F",98,,11,,,,"C","STORM PETREL",515901,,,2013,8,5,
"Homer",,130,2013-08-05,15,20,"F",94,,10,,,,"C","STORM PETREL",515901,,,2013,8,5,
"Homer",,130,2013-08-05,15,21,"F",95,,13,,,,"C","STORM PETREL",515901,,,2013,8,5,
"Homer",,130,2013-08-05,15,22,"M",90,,15,,,,"C","STORM PETREL",515901,,,2013,8,5,
"Homer",,130,2013-08-05,15,23,"M",94,,10,,,,"C","STORM PETREL",515901,,,2013,8,5,
"Homer",,130,2013-08-05,15,24,"M",90,,10,,,,"C","FALCON",515901,,,2013,8,5,"updated with stat on 8/20 envelope may still need to be updated."
"Homer",,130,2013-08-10,16,1,"F",94,,13,,,,"C","TOMAHAWK II",515901,,,2013,8,10,"updated with stat on 8/14 needs to be put on envelope"
"Homer",,130,2013-08-10,16,2,"F",117,,21,,,,"C","FRINGE BENEFIT",515832,,,2013,8,10,"updated with stat on 8/16"
"Homer",,130,2013-08-10,16,3,"F",115,,14,,,,"C","FRINGE BENEFIT",515832,,,2013,8,10,"updated with stat on 8/16"
"Homer",,130,2013-08-10,16,4,"F",129,,16,,,,"C","FRINGE BENEFIT",515832,,,2013,8,10,"updated with stat on 8/16"
"Homer",,130,2013-08-10,16,5,"F",117,,16,,,,"C","FRINGE BENEFIT",515832,,,2013,8,10,"updated with stat on 8/16"
"Homer",,130,2013-08-10,16,6,"F",104,,12,,,,"C","FRINGE BENEFIT",515832,,,2013,8,10,"updated with stat on 8/16"
"Homer",,130,2013-08-10,16,7,"F",95,,10,,,,"C","FRINGE BENEFIT",515832,,,2013,8,10,"updated with stat on 8/16"
"Homer",,130,2013-08-10,16,8,"F",91,,8,8,,,"C","STORM PETREL",515905,,,2013,8,10,
"Homer",,130,2013-08-10,16,9,"M",100,,16,,,,"C","STORM PETREL",515905,,,2013,8,10,
"Homer",,130,2013-08-10,16,10,"M",98,,16,,,,"C","STORM PETREL",515905,,,2013,8,10,
"Homer",,130,2013-08-10,16,11,"F",90,,9,,,,"C","STORM PETREL",515905,,,2013,8,10,
"Homer",,130,2013-08-10,16,12,"F",101,,10,,,,"C","STORM PETREL",515905,,,2013,8,10,
"Homer",,130,2013-08-10,16,13,"F",94,,9,,,,"C","STORM PETREL",515905,,,2013,8,10,
"Homer",,130,2013-08-10,16,14,"F",92,,9,9,,,"C","STORM PETREL",515905,,,2013,8,10,
"Homer",,130,2013-08-10,16,15,"F",96,,9,,,,"C","STORM PETREL",515905,,,2013,8,10,
"Homer",,130,2013-08-11,17,1,"F",127,,19,19,,,"P","P1",525902,,,2013,8,11,
"Homer",,130,2013-08-11,17,2,"M",87,,10,13,,,"C","BEAR FORCE I",515832,,,2013,8,11,
"Homer",,130,2013-08-11,17,3,"F",99,,10,12,,,"C","BEAR FORCE I",515832,,,2013,8,11,
"Homer",,130,2013-08-11,17,4,"F",109,,13,,,,"C","BEAR FORCE I",515832,,,2013,8,11,
"Homer",,130,2013-08-11,17,5,"M",86,,10,,,,"C","BEAR FORCE I",515832,,,2013,8,11,
"Homer",,130,2013-08-11,17,6,"M",95,,14,,,,"C","BEAR FORCE I",515832,,,2013,8,11,
"Homer",,130,2013-08-11,17,7,"M",93,,16,,,,"C","BEAR FORCE I",515832,,,2013,8,11,
"Homer",,130,2013-08-11,17,8,"F",90,,8,9,,,"C","BEAR FORCE I",515832,,,2013,8,11,
"Homer",,130,2013-08-12,18,1,"F",118,,15,17,,,"C","DAZE OFF",515831,,,2013,8,12,
"Homer",,130,2013-08-12,18,2,"F",94,,8,9,,,"C","DAZE OFF",515831,,,2013,8,12,
"Homer",,130,2013-08-12,18,3,"F",98,,9,,,,"C","DAZE OFF",515831,,,2013,8,12,
"Homer",,130,2013-08-12,18,4,"F",96,,9,,,,"C","DAZE OFF",515831,,,2013,8,12,
"Homer",,130,2013-08-12,18,5,"F",118,,14,12,,,"C","DAZE OFF",515831,,,2013,8,12,
"Homer",,130,2013-08-12,18,6,"M",103,,20,,,,"C","DAZE OFF",515831,,,2013,8,12,
"Homer",,130,2013-08-12,18,7,"M",99,,13,,,,"C","DAZE OFF",515831,,,2013,8,12,
"Homer",,130,2013-08-12,18,8,"M",91,,11,,,,"C","DAZE OFF",515831,,,2013,8,12,
"Homer",,130,2013-08-12,18,9,"F",105,,11,,,,"C","FRINGE BENEFIT",515905,,,2013,8,12,
"Homer",,130,2013-08-12,18,10,"F",98,,9,,,,"C","FRINGE BENEFIT",515905,,,2013,8,12,
"Homer",,130,2013-08-12,18,11,"F",95,,9,,,,"C","FRINGE BENEFIT",515905,,,2013,8,12,
"Homer",,130,2013-08-12,18,12,"F",102,,10,,,,"C","FRINGE BENEFIT",515905,,,2013,8,12,
"Homer",,130,2013-08-13,19,1,"F",132,,24,,,,"C","NAUTILUS",515907,,,2013,8,13,
"Homer",,130,2013-08-14,20,1,"M",94,,13,,,,"C","MAKO",525901,,,2013,8,14,
"Homer",,130,2013-08-15,21,1,"F",109,,13,13,,,"C","DAZE OFF",515831,,,2013,8,15,
"Homer",,130,2013-08-16,22,1,"F",113,,14,,,,"C","STORM PETREL",515905,,,2013,8,16,
"Homer",,130,2013-08-16,22,2,"F",91,,8,,,,"C","STORM PETREL",515905,,,2013,8,16,
"Homer",,130,2013-08-16,22,3,"F",92,,10,,,,"C","STORM PETREL",515905,,,2013,8,16,
"Homer",,130,2013-08-16,22,4,"F",93,,10,,,,"C","STORM PETREL",515905,,,2013,8,16,
"Homer",,130,2013-08-16,22,5,"M",89,,11,,,,"C","STORM PETREL",515905,,,2013,8,16,
"Homer",,130,2013-08-16,22,6,"M",99,,16,,,,"C","STORM PETREL",515905,,,2013,8,16,
"Homer",,130,2013-08-16,22,7,"M",96,,12,,,,"C","STORM PETREL",515905,,,2013,8,16,
"Homer",,130,2013-08-19,23,1,"M",93,,14,,,,"C","FRINGE BENEFIT",515832,,,2013,8,19,
"Homer",,130,2013-08-19,23,2,"M",102,,16,,,,"C","FRINGE BENEFIT",515832,,,2013,8,19,
"Homer",,130,2013-08-19,23,3,"F",94,,9,9,,,"C","FRINGE BENEFIT",515832,,,2013,8,19,
"Homer",,130,2013-08-25,24,1,"F",129,,24,,,,"C","DAZE OFF",515831,,,2013,8,25,
"Homer",,130,2013-08-26,25,1,"M",103,,17,,,,"C","FALCON",515905,,,2013,8,26,
"Homer",,130,2013-08-26,25,2,"F",97,,10,,,,"C","STORM PETREL",515901,,,2013,8,26,
"Homer",,130,2013-08-26,25,3,"F",95,,11,,,,"C","STORM PETREL",515901,,,2013,8,26,
"Homer",,130,2013-08-26,25,4,"F",123,,16,,,,"C","STORM PETREL",515901,,,2013,8,26,
"Homer",,130,2013-08-26,25,5,"F",100,,9,,,,"C","STORM PETREL",515901,,,2013,8,26,
"Homer",,130,2013-08-26,25,6,"F",102,,11,,,,"C","STORM PETREL",515901,,,2013,8,26,
"Homer",,130,2013-08-26,25,7,"M",97,,15,,,,"C","STORM PETREL",515901,,,2013,8,26,
"Homer",,130,2013-08-31,26,1,"M",91,,11,,,,"P","P10",515901,,,2013,8,31,
"Homer",,130,2013-08-31,26,2,"F",89,,11,10,,,"P","P10",515901,,,2013,8,31,
"Homer",,130,2013-08-31,26,3,"F",90,,11,,,,"P","P10",515901,,,2013,8,31,
"Seward",,130,2013-07-01,1,1,"F",116,,16,18,,,"C","SNOWBIRD",485932,,,2013,7,1,
"Seward",,130,2013-07-01,1,2,"F",120,,20,,,,"C","ARCTIC WARRIOR",485932,,,2013,7,1,
"Seward",,130,2013-07-01,1,3,"M",96,,14,,,,"C","ARCTIC WARRIOR",485932,,,2013,7,1,
"Seward",,130,2013-07-05,2,1,"F",103,10.5,15,,,,"C","CRACKERJACK",475934,,,2013,7,5,
"Seward",,130,2013-07-05,2,2,"F",123,21.5,17,18,,,"C","CRACKERJACK",475934,,,2013,7,5,
"Seward",,130,2013-07-05,2,3,"F",110,17.5,13,,,,"C","CRACKERJACK",475934,,,2013,7,5,
"Seward",,130,2013-07-05,2,4,"F",121,16,16,,,,"C","CRACKERJACK",475934,,,2013,7,5,
"Seward",,130,2013-07-05,2,5,"F",114,,13,,,,"C","CRACKERJACK",475934,,,2013,7,5,
"Seward",,130,2013-07-05,2,6,"F",123,,18,,,,"C","CRACKERJACK",475934,,,2013,7,5,
"Seward",,130,2013-07-05,2,7,"F",115,18,13,,,,"C","CRACKERJACK",475934,,,2013,7,5,
"Seward",,130,2013-07-05,2,8,"",97,,11,,,,"C","CRACKERJACK",475934,,,2013,7,5,"GONADS FILLETED OFF"
"Seward",,130,2013-07-05,2,9,"F",103,10,15,,,,"C","NAUTI GIRL",495932,,,2013,7,5,
"Seward",,130,2013-07-05,2,10,"F",109,13.5,14,,,,"C","NAUTI GIRL",495932,,,2013,7,5,
