"","YEAR","SPECIES","Abbrev","piC","vpiC","piP","vpiP","HiC","SEHiC","HiP","SEHiP","Hi","SEHi","pi","SEpi"
"249",2014,"China","CHI",0.00923520923520924,2.64143191269952e-06,0.00518134715025907,3.34057083082798e-06,550.159884559885,97.5618140473677,264.554404145078,93.6718566037595,883.457776003194,140.181435177899,0.00798562587342783,0.00125771228278548
"250",2014,"Copper","COP",0.00894660894660895,2.55963254473597e-06,0.0433937823834197,2.69026325559819e-05,532.967388167388,96.0155990967396,2215.64313471503,274.419514781171,2164.47155120783,220.564718661261,0.0195647833898982,0.00195710809430967
"251",2014,"Dark","DRK",0.0683982683982684,1.83949033713588e-05,0.0628238341968912,3.81574854528145e-05,4074.62164502165,270.957897609095,3207.72215025907,332.212644996934,7376.87242962667,415.687169210487,0.0666799760431224,0.0035251763612899
"252",2014,"Dusky","DUS",0.081962481962482,2.17218918917528e-05,0.0680051813471503,4.10761352281863e-05,4882.66897546898,297.961434060075,3472.27655440415,346.199861116617,8591.62687163106,450.719712182438,0.0776602116190857,0.00378192225364044
"253",2014,"DuskyDrk","DUSDRK",0.0158730158730159,4.5095448152745e-06,0.00971502590673575,6.23502539103513e-06,945.587301587302,128.201803644865,496.039507772021,128.453817176064,1546.05110800559,185.944239174231,0.0139748452784987,0.00165876682622185
"254",2014,"Quill","QUI",0.0531024531024531,1.45157570949639e-05,0.099740932642487,5.81935703163279e-05,3163.41933621934,237.514254261333,5092.67227979275,423.392552486172,7465.21820722699,418.312293530846,0.0674785386304652,0.00354470495215552
"255",2014,"Redstrpe","RSTP",0.00634920634920635,1.82127422862054e-06,0.000647668393782383,4.19474348304652e-07,378.234920634921,80.8121259038114,33.0693005181347,33.0693005181347,507.988221201837,106.134550680868,0.004591734877221,0.000955337583145994
"256",2014,"Rougheye","REYE",0.00115440115440115,3.32871972394882e-07,0.000647668393782383,4.19474348304652e-07,68.7699855699856,34.3954900185738,33.0693005181347,33.0693005181347,110.432222000399,49.4047508812473,0.000998203234178479,0.000446231743006707
"257",2014,"Shortrkr","SRAK",0.00346320346320346,9.96307645778267e-07,0.00129533678756477,8.38404983908975e-07,206.309956709957,59.6231938024445,66.1386010362694,46.7768987871505,309.210221601118,82.7375386461035,0.00279496905569974,0.000746016739205766
"258",2014,"Shrpchin","SHCN",0,0,0.00129533678756477,8.38404983908975e-07,0,0,66.1386010362694,46.7768987871505,44.1728888001597,31.2377892995093,0.000399281293671391,0.000282306320598996
"259",2014,"Silvergr","SGRY",0.00836940836940837,2.39588954184597e-06,0.0142487046632124,9.10283802892611e-06,498.582395382395,92.8478954618148,727.524611398964,155.793061203887,1126.40866440407,158.444257833402,0.0101816729886205,0.0014185843275476
"260",2014,"Tiger","TIG",0.00490620490620491,1.40939204954481e-06,0.0038860103626943,2.50869039932296e-06,292.272438672439,71.001818916806,198.415803108808,81.0881410561432,507.988221201837,106.134550680868,0.004591734877221,0.000955337583145994
"261",2014,"Yelleye","YEYE",0.0929292929292929,2.43341337889592e-05,0.207253886010363,0.000106480695232642,5535.98383838384,318.427967461654,10582.1761658031,630.041523353449,14179.4973048513,591.339504548259,0.128169295268517,0.00472363050074892
"262",2014,"Yelltail","YTAL",0.015007215007215,4.26732058456762e-06,0.00453367875647668,2.92490247142564e-06,894.009812409812,124.618712616295,231.485103626943,87.603602531261,1303.10021960471,170.541577307873,0.011778798163306,0.00152456313317343
"263",2015,"Black","BLK",0.655133928571429,8.40839092690714e-05,0.528248587570621,0.000140871688694327,44515.6953125,1048.19843997999,25903.197740113,1032.23225388248,70747.3216689098,1541.7683089279,0.604755495737999,0.00732321044955452
"264",2015,"Canary","CAN",0,0,0.000564971751412429,3.19193079894028e-07,0,0,27.7039548022599,27.7039548022599,26.2415881561238,26.2415881561238,0.000224315836698071,0.000224315836698071
"265",2015,"China","CHI",0.00967261904761905,3.56496445417889e-06,0.00847457627118644,4.7500044252178e-06,657.244791666667,128.874685901522,415.559322033898,107.686080526403,1075.90511440108,168.377406585876,0.00919694930462091,0.00142986240264192
"266",2015,"Copper","COP",0.00446428571428571,1.65402153604278e-06,0.0225988700564972,1.24862414520445e-05,303.34375,87.5613347470955,1108.1581920904,176.979669935115,1364.56258411844,189.732134166382,0.0116644235082997,0.00160828324323442
"267",2015,"Dark","DRK",0.0461309523809524,1.63762142215775e-05,0.0644067796610169,3.40636214780747e-05,3134.55208333333,281.258686001144,3158.25084745763,304.347977867464,6245.49798115747,409.796045735282,0.0533871691341409,0.00336731172702974
"268",2015,"Dusky","DUS",0.0699404761904762,2.42087108227487e-05,0.101129943502825,5.13864771226344e-05,4752.38541666667,346.168182566277,4959.00790960452,387.39724613166,9630.66285329744,512.198130118688,0.082323912068192,0.00411705236349782
"269",2015,"DuskyDrk","DUSDRK",0.00595238095238095,2.20206554275351e-06,0.0135593220338983,7.56103268506464e-06,404.458333333333,101.104406433585,664.894915254237,136.528797390412,1049.66352624495,166.302732315674,0.00897263346792283,0.00141247727810262
"270",2015,"Quill","QUI",0.0513392857142857,1.8125628379841e-05,0.0757062146892655,3.95561242208527e-05,3488.453125,296.683762727425,3712.32994350283,331.580705648406,7137.71197846568,438.845918316197,0.0610139075818753,0.00358527673382761
"271",2015,"Redstrpe","RSTP",0.00037202380952381,1.38401714852608e-07,0.000564971751412429,3.19193079894028e-07,25.2786458333333,25.2786458333333,27.7039548022599,27.7039548022599,52.4831763122476,37.1131402741739,0.000448631673396142,0.000317194908621798
"272",2015,"Rougheye","REYE",0.00037202380952381,1.38401714852608e-07,0.000564971751412429,3.19193079894028e-07,25.2786458333333,25.2786458333333,27.7039548022599,27.7039548022599,52.4831763122476,37.1131402741739,0.000448631673396142,0.000317194908621798
"273",2015,"Shortrkr","SRAK",0.00260416666666667,9.66648672362817e-07,0,0,176.950520833333,66.8783178821967,0,0,183.691117092867,69.4503822003457,0.0015702108568865,0.000593084311369773
"274",2015,"Silvergr","SGRY",0.0141369047619048,5.18684506351232e-06,0.031638418079096,1.73190664672405e-05,960.588541666667,155.789349143981,1551.42146892655,210.255687495622,2466.70928667564,255.649485876183,0.0210856886496187,0.00215201312912303
"275",2015,"Tiger","TIG",0.00558035714285714,2.06520906476193e-06,0.00451977401129944,2.54344016630086e-06,379.1796875,97.8945775332769,221.631638418079,78.5008341601945,603.556527590848,125.994176254681,0.00515926424405563,0.00107312261898493
"276",2015,"Yelleye","YEYE",0.130952380952381,4.23535001396663e-05,0.146892655367232,7.08395721686803e-05,8898.08333333333,473.151200085668,7203.02824858757,475.791786023552,16059.8519515478,669.496145395758,0.137281292059219,0.00515488486654979
"277",2015,"Yelltail","YTAL",0.00334821428571429,1.24190686520701e-06,0.00112994350282486,6.3802528575765e-07,227.5078125,75.8318668357051,55.4079096045198,39.1894748646869,288.657469717362,87.0787632489799,0.00246747420367878,0.000743136386066166
"278",2016,"Black","BLK",0.633858267716535,6.0929893453381e-05,0.632520325203252,0.000189128041829149,59578.874015748,1210.08062359304,33039.6991869919,1357.23836940196,92640.7136904762,1862.63606284722,0.633531746031746,0.00678781803422498
"279",2016,"Canary","CAN",0.0015748031496063,4.12791584312494e-07,0.0016260162601626,1.3208887968139e-06,148.022047244094,60.4295120241549,84.9349593495935,60.0701758780314,232.109523809524,82.0892694880873,0.00158730158730159,0.000560805925931016
"280",2016,"China","CHI",0.0120734908136483,3.13145750412734e-06,0.0040650406504065,3.29415467446464e-06,1134.83569553806,167.316520805092,212.337398373984,95.0366132142616,1479.69821428571,207.670530669916,0.0101190476190476,0.00140990264212677
"281",2016,"Copper","COP",0.005249343832021,1.37090790794283e-06,0.0219512195121951,1.74689694663324e-05,493.406824146982,110.327484584039,1146.62195121951,221.819580591811,1363.64345238095,199.324155862347,0.00932539682539683,0.00135402597699871
"282",2016,"Dark","DRK",0.0884514435695538,2.11677043055962e-05,0.0691056910569106,5.2343445500779e-05,8313.90498687664,452.768535524531,3609.73577235772,398.097151474233,12243.7773809524,607.339228747667,0.0837301587301587,0.00390193898627158
"283",2016,"Dusky","DUS",0.0706036745406824,1.72273026206447e-05,0.0845528455284553,6.29810104487359e-05,6636.3217847769,404.539075542822,4416.61788617886,441.974574930129,10822.106547619,569.762728652464,0.0740079365079365,0.0036878275187772
"284",2016,"DuskyDrk","DUSDRK",0.0167979002624672,4.33597553406128e-06,0.0032520325203252,2.63747502425708e-06,1578.90183727034,197.353029463156,169.869918699187,84.986243243666,1972.93095238095,239.982038322192,0.0134920634920635,0.00162523924474435
"285",2016,"Quill","QUI",0.0482939632545932,1.20665939532048e-05,0.0479674796747967,3.71575269067898e-05,4539.34278215223,334.597011473489,2505.58130081301,329.985951682811,7050.32678571429,457.236763784471,0.0482142857142857,0.00301776404886192
"286",2016,"Redstrpe","RSTP",0.0031496062992126,8.24280986971005e-07,0,0,296.044094488189,85.459835450156,0,0,348.164285714286,100.556715653858,0.00238095238095238,0.00068657113682431
"287",2016,"Rosethrn","ROS",0,0,0.000813008130081301,6.60982219578293e-07,0,0,42.4674796747967,42.4674796747967,29.0136904761905,29.0136904761905,0.000198412698412698,0.000198412698412698
"288",2016,"Shortrkr","SRAK",0.0020997375328084,5.5009940538244e-07,0,0,197.362729658793,69.7778811962608,0,0,232.109523809524,82.0892694880873,0.00158730158730159,0.000560805925931016
"289",2016,"Silvergr","SGRY",0.00866141732283465,2.25423921575068e-06,0.0113821138211382,9.15586762091201e-06,814.12125984252,141.716782627391,594.544715447155,159.314096374068,1363.64345238095,199.324155862347,0.00932539682539683,0.00135402597699871
"290",2016,"Tiger","TIG",0.0036745406824147,9.61154747489624e-07,0.0032520325203252,2.63747502425708e-06,345.384776902887,92.3070282553501,169.869918699187,84.986243243666,522.246428571429,123.189940455458,0.00357142857142857,0.000840372613822618
"291",2016,"Yelleye","YEYE",0.100787401574803,2.37934631815706e-05,0.115447154471545,8.30912196875248e-05,9473.41102362205,483.293514936344,6030.38211382114,520.225727461157,15261.2011904762,681.146062951074,0.104365079365079,0.00430696094672179
"292",2016,"Yelltail","YTAL",0.0047244094488189,1.23446820797553e-06,0.0040650406504065,3.29415467446464e-06,444.066141732283,104.666005250371,212.337398373984,95.0366132142616,667.314880952381,139.28413167242,0.00456349206349206,0.000949474385221532
