"","PORT","BOATNAME","LOGBOOK","HOUR","TRIP1OR2","NUMDAYS","TARGET","ADFGSTAT","INTLOC","CLIENTDAYS","CREWDAYS","BOATHRS","HAKEPT","GAFHAKEPT","HAVER","HACAS","HARELCIR","HARELOTH","PELKEPT","PELVER","PCAS","PELRSURF","PELRDRM","PELRVENT","PELDEPTH","YEKEPT","YEVER","YECAS","YERSURF","YERDRM","YERVENT","YEDEPTH","NPKEPT","NPVER","NPCAS","NPRSURF","NPRDRM","NPRVENT","NPDEPTH","LCKEPT","LCVER","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODVER","CODCAS","CODREL","SABKEPT","SABVER","SABCAS","SABREL","POLKEPT","POLVER","POLCAS","POLREL","SSKKEPT","SSKVER","SSKCAS","SSKREL","SDFKEPT","SDFVER","SDFCAS","SDFREL","PSSKEPT","PSSVER","PSSCAS","PSSREL","YEAR","MONTH","DAY","USER","SUBLOC","RESBAY","ANGLDAYS","HAREL","LCREL","TRFKEPT","PELREL","YEREL","NPREL","TRFREL","TRFCAS","NONGAFHA"
"2163","Seward","WAY TO GO II",160322,16,1,1,"B+S",485932,1,6,0,6,12,0,"N",0,0,0,20,"N",0,0,0,0,0,3,"N",0,0,0,0,0,1,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,13,"Charter","","Out",6,0,0,24,0,0,0,0,0,12
"2164","Seward","HOPE",160384,15,1,1,"H",485932,1,14,0,4,26,0,"N",26,14,0,25,"N",25,0,0,0,0,0,"N",0,0,0,0,0,5,"N",5,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,14,"Charter","","Out",14,14,0,30,0,0,0,0,30,26
"2165","Seward","SEA QUEST",160368,15,1,1,"H",495902,1,23,0,7,5,0,"N",5,1,0,79,"N",79,1,0,0,75,4,"N",4,0,0,0,0,1,"N",0,0,0,0,0,0,"N",0,0,0,26,"N",26,0,0,"N",0,0,0,"N",0,10,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,14,"Charter","","Out",23,1,0,84,1,0,0,1,83,5
"2166","Seward","EL PATRON",160305,15,1,1,"B+S",485932,1,14,0,9,28,0,"N",0,30,0,28,"N",0,0,0,0,0,9,"N",0,0,2,0,0,0,"N",0,0,0,0,0,3,"N",0,0,2,0,"N",0,0,0,"N",0,0,0,"N",0,1,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,14,"Charter","","Out",14,30,2,37,0,2,0,2,0,28
"2167","Seward","SORCERESS",160300,16,1,1,"B+S",495931,2,13,0,7,26,0,"N",0,9,0,15,"N",0,0,0,0,0,1,"N",0,0,0,0,0,2,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2,"N",0,0,0,"N",0,0,2016,8,14,"Charter","","Out",13,9,0,18,0,0,0,0,0,26
"2168","Seward","OFFSHORE HUNTER",160283,16,1,1,"B+S",475934,2,10,0,8,10,0,"N",0,27,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,2,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,14,"Charter","","Out",10,27,0,0,0,0,0,0,0,10
"2169","Seward","TAIL WATCHER",160371,16,1,1,"H",475932,2,10,0,7,8,0,"N",0,0,0,31,"N",0,0,0,0,0,1,"N",0,0,0,0,0,0,"N",0,0,0,0,0,4,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,14,"Charter","","Out",10,0,0,32,0,0,0,0,0,8
"2170","Seward","P1",160000,14,1,1,"H",495931,1,5,0,3,10,0,"N",0,3,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,1,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,1,0,"N",0,0,2016,8,16,"Private","","Out",5,3,0,0,0,0,0,0,0,10
"2171","Seward","ALL IN",162923,15,1,1,"B+S",495932,2,6,2,8,0,0,"N",0,0,0,19,"N",19,6,0,0,155,4,"N",4,0,0,0,0,2,"N",2,0,0,0,0,3,"N",3,0,1,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,16,"Charter","","Out",8,0,1,25,6,0,0,6,25,0
"2172","Seward","VADER",162921,15,1,1,"B+S",495932,2,5,2,6,0,0,"N",0,0,0,27,"N",27,2,0,0,50,1,"N",0,0,0,0,0,0,"N",0,0,0,0,0,2,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,16,"Charter","","Out",7,0,0,28,2,0,0,2,27,0
"2173","Seward","P2",160000,16,1,1,"S",495938,3,3,0,6,0,0,"N",0,0,0,1,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,16,"Private","","In",3,0,0,1,0,0,0,0,0,0
"2174","Seward","P3",160000,16,1,1,"S",495932,3,4,0,8,0,0,"N",0,0,0,0,"N",0,0,0,0,0,0,"N",0,1,0,0,200,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,2,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,16,"Private","","In",4,0,0,0,0,1,0,1,0,0
"2175","Seward","ARCTIC WARRIOR",160261,16,1,1,"H",485932,3,12,1,4,21,0,"N",0,1,0,42,"N",0,0,0,0,0,1,"N",0,0,0,0,0,5,"N",0,0,0,0,0,1,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,16,"Charter","","Out",13,1,0,48,0,0,0,0,0,21
