"","PORT","BOATNAME","LOGBOOK","HOUR","TRIP1OR2","NUMDAYS","TARGET","ADFGSTAT","INTLOC","CLIENTDAYS","CREWDAYS","BOATHRS","HAKEPT","HAVER","HACAS","HARELCIR","HARELOTH","PELKEPT","PELVER","PELREL","PELDEPTH","NPKEPT","NPVER","NPREL","NPDEPTH","LCKEPT","LCVER","LCRELOVR","LCRELUND","CODKEPT","CODREL","SSKKEPT","SSKREL","SDFKEPT","SDFREL","PSSKEPT","PSSREL","YEAR","MONTH","DAY","USER","SUBLOC","RESBAY","ANGLDAYS","HAREL","LCREL","TRFKEPT","TRFREL"
"11","Kodiak","",NA,18,1,1,"B+S",525733,3,4,0,5,3,"N",0,0,0,0,"N",5,120,0,"N",0,0,0,"N",0,0,1,0,0,0,0,0,0,0,2008,6,7,"Private","","",4,0,0,0,5
"12","Kodiak","",NA,21,1,1,"B+S",525733,1,3,0,5,1,"N",0,1,0,1,"N",0,0,0,"N",0,0,0,"N",0,0,2,2,0,0,0,0,0,0,2008,6,7,"Private","","",3,1,0,1,0
"13","Kodiak","",NA,16,1,1,"H",525733,3,4,0,4,8,"Y",0,6,0,1,"Y",3,170,0,"N",0,0,0,"N",0,0,0,2,0,0,0,0,0,0,2008,6,8,"Private","","",4,6,0,1,3
"14","Kodiak","",NA,17,1,1,"B+S",525733,2,4,0,3,0,"N",0,0,0,5,"Y",4,100,0,"N",0,0,0,"N",0,1,0,0,0,0,0,0,0,0,2008,6,8,"Private","","",4,0,1,5,4
"15","Kodiak","",NA,18,1,1,"H",525733,2,7,0,4,12,"Y",0,10,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,4,20,0,0,0,0,0,0,2008,6,8,"Private","","",7,10,0,0,0
"16","Kodiak","",NA,19,1,1,"H",525733,2,2,0,4,2,"Y",0,0,2,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,8,"Private","","",2,2,0,0,0
"17","Kodiak","",NA,21,1,1,"H",525733,1,4,0,4,3,"N",0,3,0,1,"N",0,0,0,"N",0,0,0,"N",0,0,0,8,0,0,0,0,0,0,2008,6,8,"Private","","",4,3,0,1,0
"18","Kodiak","",NA,16,1,1,"H",525733,3,2,0,4.5,4,"Y",0,2,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,9,"Private","","",2,2,0,0,0
"19","Kodiak","",NA,17,1,1,"H",525731,2,7,0,6,7,"Y",0,10,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2,0,0,0,0,0,0,0,2008,6,9,"Private","","",7,10,0,0,0
"20","Kodiak","",NA,18,1,1,"H",525733,1,3,0,5,3,"Y",0,1,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,9,"Private","","",3,1,0,0,0
"21","Kodiak","",NA,19,1,1,"H",525733,1,1,0,4,1,"Y",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,9,"Private","","",1,0,0,0,0
"22","Kodiak","",NA,20,1,1,"H",525733,1,4,0,5,7,"Y",0,0,1,1,"Y",1,75,0,"N",0,0,0,"N",0,0,1,0,0,0,0,0,0,0,2008,6,9,"Private","","",4,1,0,1,1
"23","Kodiak","",NA,22,1,1,"H",525733,2,2,0,2.5,2,"Y",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,9,"Private","","",2,0,0,0,0
"24","Kodiak","",NA,16,1,1,"H",525805,1,3,0,4,6,"Y",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,1,0,0,2008,6,10,"Private","","",3,0,0,0,0
"25","Kodiak","ROOSTER",83270,16,1,1,"H",515801,1,4,0,5,8,"Y",8,4,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,15,0,0,0,0,0,0,0,2008,6,10,"Charter","","",4,4,0,0,0
"26","Kodiak","",NA,18,1,1,"H",525733,3,4,0,3,6,"N",0,2,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,10,"Private","","",4,2,0,0,0
"27","Kodiak","",NA,19,1,1,"H",525733,2,7,0,5,5,"Y",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,1,0,0,0,0,0,0,0,2008,6,10,"Private","","",7,0,0,0,0
"28","Kodiak","",NA,16,1,1,"H",525733,1,5,0,2,5,"Y",0,0,0,0,"N",1,100,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,11,"Private","","",5,0,0,0,1
"29","Kodiak","",NA,19,1,1,"H",525733,3,2,0,3,4,"Y",0,8,0,3,"Y",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,11,"Private","","",2,8,0,3,0
"30","Kodiak","",NA,16,1,1,"H",525733,3,3,0,4.5,3,"N",0,1,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,13,"Private","","",3,1,0,0,0
"31","Kodiak","",NA,18,1,1,"H",525733,1,4,0,6,1,"Y",0,3,3,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,13,"Private","","",4,6,0,0,0
"32","Kodiak","",NA,19,1,1,"B+S",525733,1,7,0,6,10,"Y",0,0,0,1,"Y",2,50,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,13,"Private","","",7,0,0,1,2
"33","Kodiak","",NA,20,1,1,"H",525731,3,2,0,3,2,"Y",0,2,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,13,"Private","","",2,2,0,0,0
"34","Kodiak","",NA,20,1,1,"H",525733,3,4,0,10,4,"N",0,1,0,15,"N",10,200,0,"N",0,0,0,"N",0,1,0,0,0,0,0,0,0,0,2008,6,13,"Private","","",4,1,1,15,10
"35","Kodiak","",NA,21,1,2,"B+S",525731,2,3,0,8,4,"Y",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,13,"Private","","",3,0,0,0,0
"36","Kodiak","",NA,21,1,1,"H",525733,2,3,0,1,1,"Y",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,13,"Private","","",3,0,0,0,0
"37","Kodiak","",NA,21,1,1,"H",525733,2,3,0,5,6,"Y",0,2,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,15,0,0,0,1,0,0,2008,6,13,"Private","","",3,2,0,0,0
"38","Kodiak","",NA,16,1,1,"H",525731,1,2,0,3.5,1,"Y",0,0,1,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,15,"Private","","",2,1,0,0,0
"39","Kodiak","",NA,17,1,1,"H",525733,1,3,0,4,3,"Y",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,15,"Private","","",3,0,0,0,0
"40","Kodiak","",NA,17,1,1,"H",525731,2,3,0,3.5,6,"Y",0,6,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,15,"Private","","",3,6,0,0,0
"41","Kodiak","",NA,18,1,1,"H",525733,3,2,0,2,3,"N",0,0,1,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,15,"Private","","",2,1,0,0,0
"42","Kodiak","",NA,18,1,1,"B+S",525733,3,2,0,6.5,0,"N",0,0,0,0,"N",10,140,0,"N",0,0,0,"N",1,0,0,0,0,0,0,0,0,0,2008,6,15,"Private","","",2,0,1,0,10
"43","Kodiak","",NA,21,1,1,"H",525731,1,3,0,7,3,"Y",0,0,5,1,"N",0,0,0,"N",0,0,0,"N",0,1,0,0,0,0,0,0,0,0,2008,6,15,"Private","","",3,5,1,1,0
"44","Kodiak","",NA,16,1,1,"H",525733,3,6,0,2,12,"N",0,5,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,16,"Private","","",6,5,0,0,0
"45","Kodiak","",NA,17,1,1,"H",525731,1,4,0,5.5,3,"Y",0,0,0,2,"Y",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,16,"Private","","",4,0,0,2,0
"46","Kodiak","",NA,19,1,1,"H",525731,1,4,0,4,8,"Y",0,1,3,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,16,"Private","","",4,4,0,0,0
"47","Kodiak","SILVER BULLET",83293,20,1,1,"B+S",525733,2,4,0,6.5,8,"N",0,32,0,40,"N",11,90,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,16,"Charter","","",4,32,0,40,11
"48","Kodiak","ROOSTER",83270,15,1,1,"H",525701,1,4,0,5,8,"N",8,5,4,0,"N",0,0,0,"N",0,0,0,"N",0,0,5,0,0,0,0,0,0,0,2008,6,17,"Charter","","",4,9,0,0,0
"49","Kodiak","",NA,16,1,1,"H",525733,3,4,0,4,7,"N",0,6,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,1,0,0,0,0,0,0,2008,6,17,"Private","","",4,6,0,0,0
"50","Kodiak","REEL FUN",83279,17,1,1,"B+S",525733,2,6,0,6,12,"N",0,30,0,60,"N",3,120,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,17,"Charter","","",6,30,0,60,3
"51","Kodiak","NORDIC DANCER II",83261,17,1,1,"B",525731,2,5,0,5,10,"N",0,3,0,16,"N",0,0,0,"N",0,0,0,"N",0,0,6,0,0,0,0,0,0,0,2008,7,2,"Charter","","",5,3,0,16,0
"52","Kodiak","RUNNAMUCK V",83257,17,1,1,"H",525731,2,4,0,2,8,"Y",0,4,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,7,0,0,0,0,0,0,0,2008,7,2,"Charter","","",4,4,0,0,0
"53","Kodiak","SILVER BULLET",83293,18,1,1,"B+S",525733,2,5,0,8,10,"N",0,11,11,28,"N",18,70,0,"N",0,0,0,"N",1,0,0,0,0,0,0,0,0,0,2008,6,19,"Charter","","",5,22,1,28,18
"54","Kodiak","",NA,18,1,1,"H",525733,2,2,0,3,3,"Y",0,1,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,19,"Private","","",2,1,0,0,0
"55","Kodiak","",NA,20,1,1,"H",525733,1,2,0,6.5,2,"Y",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,19,"Private","","",2,0,0,0,0
"56","Kodiak","",NA,22,1,1,"H",525805,1,5,0,8.5,5,"Y",0,0,0,1,"Y",0,0,0,"N",0,0,0,"N",0,0,0,6,0,0,0,0,0,0,2008,6,19,"Private","","",5,0,0,1,0
"57","Kodiak","C DEVIL",83266,17,1,1,"H",525701,1,5,0,6,10,"N",0,2,2,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,20,"Charter","","",5,4,0,0,0
"58","Kodiak","SILVER BULLET",83293,18,1,1,"B",525701,2,5,0,7,10,"N",0,10,10,50,"N",7,90,0,"N",0,0,0,"N",5,0,0,0,0,0,0,0,0,0,2008,6,20,"Charter","","",5,20,5,50,7
"59","Kodiak","U RASCAL",83223,18,1,1,"B+S",525701,2,5,0,3,10,"N",0,8,4,48,"N",0,0,0,"N",0,0,0,"N",4,0,0,0,0,0,0,0,0,0,2008,6,20,"Charter","","",5,12,4,48,0
"60","Kodiak","",NA,19,1,1,"H",525733,3,5,0,4,10,"Y",2,15,0,0,"N",8,130,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,20,"Private","","",5,15,0,0,8
"61","Kodiak","ROOSTER",83270,17,1,1,"H",525733,1,6,0,6,7,"N",7,5,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,20,10,0,0,0,0,0,0,2008,6,26,"Charter","","",6,5,0,0,0
"62","Kodiak","BEULAH MAE",83273,17,1,1,"H",535734,1,6,0,5,5,"N",0,22,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,1,0,0,0,0,0,0,0,2008,6,27,"Charter","","",6,22,0,0,0
"63","Kodiak","",NA,19,1,1,"B+S",525733,3,5,0,4,10,"Y",0,5,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,27,"Private","","",5,5,0,0,0
"64","Kodiak","LANA J",83271,21,1,1,"H",525731,2,6,0,7,12,"Y",0,22,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,10,30,0,0,0,0,0,0,2008,6,27,"Charter","","",6,22,0,0,0
"65","Kodiak","RUNNAMUCK V",83257,21,1,1,"H",525731,2,3,0,6,6,"N",1,10,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,4,0,0,0,0,0,0,0,2008,6,27,"Charter","","",3,10,0,0,0
"66","Kodiak","",NA,22,1,1,"H",525733,1,2,0,3.5,3,"Y",0,0,2,0,"N",3,120,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,27,"Private","","",2,2,0,0,3
"67","Kodiak","EL GATO",83233,16,1,1,"B",525733,2,4,0,6,7,"Y",0,8,7,30,"Y",5,90,0,"N",0,0,0,"N",1,0,0,0,0,0,0,0,0,0,2008,6,28,"Charter","","",4,15,1,30,5
"68","Kodiak","U RASCAL",83223,16,1,1,"B+S",525733,2,5,0,6,10,"Y",0,8,0,47,"N",0,0,7,"Y",0,0,0,"N",2,1,0,0,0,0,0,0,0,0,2008,6,28,"Charter","","",5,8,3,54,0
"69","Kodiak","BEULAH MAE",83273,15,1,1,"H",525733,1,5,0,6,10,"N",1,7,1,0,"N",0,0,0,"N",0,0,0,"N",0,1,0,0,0,0,0,0,0,0,2008,6,29,"Charter","","",5,8,1,0,0
"70","Kodiak","",NA,16,1,1,"H",525733,1,4,0,6,7,"Y",0,0,6,0,"N",24,140,0,"N",0,0,0,"N",0,3,0,4,0,0,0,0,0,0,2008,6,29,"Private","","",4,6,3,0,24
"71","Kodiak","MISS SUZIE",83259,16,1,1,"H",525733,1,2,0,4,4,"Y",0,4,0,1,"N",1,0,0,"N",0,0,NA,"N",0,0,0,0,0,0,0,0,0,0,2008,6,29,"Charter","","",2,4,0,1,1
"72","Kodiak","U RASCAL",83223,17,1,1,"B+S",525733,2,6,0,8,12,"N",0,16,0,6,"Y",2,200,4,"Y",0,0,0,"N",5,0,0,0,0,0,0,0,0,0,2008,6,29,"Charter","","",6,16,5,10,2
"73","Kodiak","SILVER BULLET",83293,17,1,1,"H",525733,2,6,0,7,12,"Y",0,42,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,29,"Charter","","",6,42,0,0,0
"74","Kodiak","",NA,17,1,1,"H",525733,3,3,0,7,3,"Y",0,0,4,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,3,0,0,0,0,0,0,2008,6,29,"Private","","",3,4,0,0,0
"75","Kodiak","",NA,17,1,1,"H",525731,3,4,0,2,5,"N",0,1,0,0,"N",2,50,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,29,"Private","","",4,1,0,0,2
"76","Kodiak","",NA,19,1,1,"H",525733,1,4,0,10,7,"Y",0,2,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,1,0,0,0,1,0,0,2008,6,29,"Private","","",4,2,0,0,0
"77","Kodiak","ROOSTER",83270,16,1,1,"H",525701,1,5,0,5,10,"N",10,12,0,1,"N",0,0,0,"N",0,0,0,"N",0,1,0,0,0,0,0,0,0,0,2008,6,30,"Charter","","",5,12,1,1,0
"78","Kodiak","EL GATO",83233,17,1,1,"H",525733,2,5,0,6,10,"N",1,9,9,1,"N",1,0,0,"N",0,0,0,"N",0,1,0,0,0,0,0,0,0,0,2008,6,30,"Charter","","",5,18,1,1,1
"79","Kodiak","C DEVIL",83266,18,1,1,"H",525701,1,5,0,7,10,"N",1,2,1,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,30,"Charter","","",5,3,0,0,0
"80","Kodiak","LANA J",83271,18,1,1,"H",525733,2,7,0,8,14,"N",0,16,0,30,"N",24,60,0,"N",0,0,0,"N",1,0,0,0,0,0,0,0,0,0,2008,6,30,"Charter","","",7,16,1,30,24
"81","Kodiak","",NA,19,1,1,"B+S",525733,3,5,0,5,10,"Y",0,10,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,1,0,0,0,0,0,0,2008,6,30,"Private","","",5,10,0,0,0
"82","Kodiak","",NA,19,1,1,"H",525733,3,4,0,7.5,8,"N",0,15,5,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,1,0,0,2008,6,30,"Private","","",4,20,0,0,0
"83","Kodiak","",NA,19,1,1,"H",525733,3,2,0,7,3,"N",0,6,0,0,"N",2,180,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,30,"Private","","",2,6,0,0,2
"84","Kodiak","",NA,19,1,1,"H",525733,3,3,0,2,4,"Y",0,4,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,25,0,0,0,1,0,0,2008,6,30,"Private","","",3,4,0,0,0
"85","Kodiak","",NA,21,1,1,"H",525733,1,4,0,4,8,"Y",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,30,"Private","","",4,0,0,0,0
"86","Kodiak","",NA,21,1,1,"H",525733,1,3,0,10,4,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,1,0,0,2008,6,30,"Private","","",3,0,0,0,0
"87","Kodiak","",NA,21,2,1,"H",525733,2,4,0,5,5,"Y",0,2,0,1,"Y",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,6,30,"Private","","",4,2,0,1,0
"88","Kodiak","",NA,16,1,1,"S",525805,1,2,0,5,3,"N",0,1,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,1,"Private","","",2,1,0,0,0
"89","Kodiak","TANYA J",83272,16,1,1,"B+S",525733,1,4,0,4.5,5,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,1,"Charter","","",4,0,0,0,0
"90","Kodiak","ROOSTER",83270,16,1,1,"B",525701,1,5,0,5,10,"N",10,10,0,0,"N",0,0,0,"N",0,0,5,"N",0,0,0,0,0,0,0,0,0,0,2008,7,1,"Charter","","",5,10,0,0,0
"91","Kodiak","MISS SUZIE",83259,16,1,1,"H",525733,1,3,0,8,6,"N",0,2,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,1,0,0,2008,7,1,"Charter","","",3,2,0,0,0
"92","Kodiak","BLACK JACK",83320,16,1,1,"H",525733,1,3,0,6.5,4,"N",4,5,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,1,"Charter","","",3,5,0,0,0
"93","Kodiak","C DEVIL",83266,17,1,1,"H",525701,1,3,0,5.5,6,"N",0,7,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,1,"Charter","","",3,7,0,0,0
"94","Kodiak","THE WILD LIFE",83311,17,1,1,"B+S",525733,2,2,0,4,3,"N",0,1,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,1,"Charter","","",2,1,0,0,0
"95","Kodiak","RUNNAMUCK V",83257,17,1,1,"B",525731,2,5,0,7,10,"N",0,3,0,41,"N",8,0,0,"N",0,0,7,"N",0,0,0,0,0,0,0,0,0,0,2008,7,1,"Charter","","",5,3,0,41,8
"96","Kodiak","",NA,18,1,1,"H",525733,3,3,0,5,3,"N",0,3,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,1,"Private","","",3,3,0,0,0
"97","Kodiak","",NA,20,1,1,"B+S",525733,1,4,0,7,4,"Y",0,2,0,2,"Y",6,90,0,"N",0,0,0,"N",0,0,2,0,0,0,0,0,0,0,2008,7,1,"Private","","",4,2,0,2,6
"98","Kodiak","",NA,16,1,1,"H",525733,3,4,0,6,2,"Y",0,0,0,3,"N",0,0,1,"Y",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,11,"Private","","",4,0,0,4,0
"99","Kodiak","",NA,16,1,1,"B+S",525731,3,3,0,7.5,1,"Y",0,4,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,1,0,0,2008,7,11,"Private","","",3,4,0,0,0
"100","Kodiak","",NA,17,1,1,"H",525733,3,3,0,5,4,"Y",0,3,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,1,0,0,0,0,0,0,2008,7,11,"Private","","",3,3,0,0,0
"101","Kodiak","",NA,17,1,1,"B+S",525733,3,1,0,2,2,"Y",0,1,0,1,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,1,0,0,2008,7,11,"Private","","",1,1,0,1,0
"102","Kodiak","",NA,17,1,1,"B+S",525733,3,2,0,4,4,"Y",0,5,2,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,11,"Private","","",2,7,0,0,0
"103","Kodiak","AUTUMN ANGLER",83225,18,1,1,"B",525733,2,4,0,6,8,"N",0,10,0,40,"N",20,100,2,"N",0,0,1,"N",0,0,20,5,0,0,0,1,0,0,2008,7,11,"Charter","","",4,10,0,42,20
"104","Kodiak","U RASCAL",83223,18,1,1,"B+S",525806,2,5,0,6,10,"N",0,7,0,33,"N",1,160,9,"N",0,0,0,"N",0,0,0,0,0,0,0,1,0,0,2008,7,11,"Charter","","",5,7,0,42,1
"105","Kodiak","REEL FUN",83279,18,1,1,"B",525731,2,6,0,6,12,"N",0,23,0,25,"N",0,0,2,"N",0,0,12,"N",0,1,12,0,0,0,0,0,0,0,2008,7,11,"Charter","","",6,23,1,27,0
"106","Kodiak","NORDIC DANCER II",83261,18,1,1,"H",525733,2,2,0,7,4,"N",0,8,0,2,"N",2,100,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,11,"Charter","","",2,8,0,2,2
"107","Kodiak","EL GATO",83233,20,1,1,"H",525733,2,2,0,2,2,"N",0,5,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,11,"Charter","","",2,5,0,0,0
"108","Kodiak","",NA,21,1,1,"H",525733,1,1,0,4,1,"Y",0,1,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,11,"Private","","",1,1,0,0,0
"109","Kodiak","ROOSTER",83270,16,1,1,"H",525733,1,4,0,6,8,"N",8,5,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,12,"Charter","","",4,5,0,0,0
"110","Kodiak","DANA LEANN",83283,16,1,1,"B+S",525731,1,2,0,4,2,"N",0,1,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,12,"Charter","","",2,1,0,0,0
"111","Kodiak","NORDIC DANCER II",83261,17,1,1,"H",525733,2,5,0,3,10,"N",0,20,0,2,"N",2,88,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,12,"Charter","","",5,20,0,2,2
"112","Kodiak","EL GATO",83233,17,1,1,"H",525733,2,5,0,6,10,"N",0,6,5,0,"N",0,0,0,"N",0,0,0,"N",0,0,2,0,0,0,0,0,0,0,2008,7,12,"Charter","","",5,11,0,0,0
"113","Kodiak","AUTUMN ANGLER",83225,17,1,1,"H",525733,2,4,0,8,8,"N",0,5,0,40,"N",20,80,0,"N",0,0,1,"N",0,0,5,2,0,0,0,0,0,0,2008,7,12,"Charter","","",4,5,0,40,20
"114","Kodiak","REEL FUN",83279,18,1,1,"H",525731,2,6,0,6,12,"N",0,0,0,45,"N",18,80,0,"N",0,0,9,"N",0,0,0,0,0,0,0,0,0,0,2008,7,12,"Charter","","",6,0,0,45,18
"115","Kodiak","",NA,18,1,1,"H",525733,3,2,0,2,3,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,2,0,0,0,0,0,0,2008,7,12,"Private","","",2,0,0,0,0
"116","Kodiak","",NA,18,1,1,"H",525731,3,5,0,4,10,"N",0,4,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,0,0,0,0,0,0,0,2008,7,12,"Private","","",5,4,0,0,0
